报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),29973,19279,12715,19329,4617,3397,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),10423,3621,3895,2650,2837,3480,
应收账款(万元),32383,42275,23265,20273,15561,13912,
预付款项(万元),310,120,427,353,307,460,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),0,--,2,121,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),1632,1144,730,905,637,612,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),27381,19266,14255,12380,12370,11801,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),5101,21798,661,4747,4647,3272,
流动资产合计(万元),107203,107503,55950,60759,40976,36936,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),145,130,139,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),9409,1515,1622,1729,1836,1943,
固定资产原值(万元),10298,8162,6558,5512,4988,--,
累计折旧(万元),4911,4091,3557,3096,2592,--,
固定资产净值(万元),5387,4071,3001,2416,2396,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),5387,4071,3001,2416,2396,2662,
在建工程(万元),19557,15043,5467,233,78,32,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2275,1904,1931,2029,2130,2138,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),498,706,822,880,1059,1202,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),311,312,182,131,103,87,
其他非流动资产(万元),736,376,--,--,--,--,
非流动资产合计(万元),38317,24056,13164,7417,7602,8065,
资产总计(万元),145520,131558,69114,68176,48578,45001,
短期借款(万元),7419,5188,--,13699,603,467,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),9053,7436,2082,2537,1639,1007,
应付账款(万元),33322,37332,25227,18790,18721,18295,
预收账款(万元),291,250,133,101,99,68,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),2298,2059,2008,1561,1101,1130,
应交税费(万元),438,506,268,481,252,125,
应付利息(万元),120,16,7,173,--,--,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),1272,909,315,172,110,115,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),4997,200,208,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),59210,53896,30248,37515,22524,21207,
长期借款(万元),11183,10253,2876,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),1330,1209,1186,1347,906,975,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),12513,11463,4062,1347,906,975,
负债合计(万元),71723,65359,34310,38862,23430,22182,
实收资本(或股本)(万元),12000,8000,6000,6000,6000,6000,
资本公积(万元),30057,34057,10391,10391,10391,10391,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),2822,2015,1529,932,498,278,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),28584,22017,16680,11875,8261,6159,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),73691,66252,34785,29277,25148,22820,
少数股东权益(万元),106,-53,19,37,-0,--,
所有者权益(或股东权益)合计(万元),73797,66199,34804,29314,25148,22820,
负债和所有者权益(或股东权益)总计(万元),145520,131558,69114,68176,48578,45001,		
  
