报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),11495,8197,7333,4622,3329,5634,2160,1053,3033,3290,8187,15356,3752,2152,240,
结算备付金(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
拆出资金(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
交易性金融资产(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
衍生金融资产(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收票据(万元),4553,5639,4929,4656,2648,4336,2373,1595,1777,1650,1824,827,278,193,0,
应收账款(万元),15189,14839,15290,14183,15648,9497,1145,1344,1238,1453,1857,1645,1612,805,474,
预付款项(万元),29,239,544,89,258,914,100,342,272,735,3060,--,301,0,24,
应收保费(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收分保账款(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收分保合同准备金(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收利息(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收股利(万元),0,--,--,--,--,--,533,--,--,0,--,--,0,0,0,
其他应收款(万元),2012,1978,2147,1097,913,1228,65,129,101,31,148,353,174,92,11,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
买入返售金融资产(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
存货(万元),7171,6333,4817,4737,5996,5561,2445,2412,1652,837,770,803,666,793,1058,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
一年内到期的非流动资产(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
其他流动资产(万元),0,--,--,--,1608,16,--,--,--,0,--,--,0,0,0,
流动资产合计(万元),40448,37225,35061,29384,30401,27186,8820,6874,8074,7997,15845,18984,6782,4036,1807,
发放贷款及垫款(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
可供出售金融资产(万元),0,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
