报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),5777,8055,2152,3609,1246,3738,5960,2789,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),15624,7791,1926,711,582,2371,3913,2655,
应收账款(万元),6930,5359,1029,1349,1153,2938,1755,46,
预付款项(万元),304,646,2551,3801,1085,371,82,381,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),1359,2067,1323,1085,869,1010,544,400,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),7180,4502,2149,2558,2641,2238,818,1563,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),322,1138,914,623,418,204,676,440,
流动资产合计(万元),37496,29560,12043,13737,7994,12871,13749,8274,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1923,1923,1923,1923,1923,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,1923,2688,5159,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),90583,73360,45581,38273,--,28276,--,--,
累计折旧(万元),30614,18123,13742,9826,--,4277,--,--,
固定资产净值(万元),59969,55237,31839,28447,--,23999,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),59969,55237,31839,28447,24423,23999,10177,4575,
在建工程(万元),14911,7490,23135,14899,8427,4000,8686,4816,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),36650,28240,28709,28641,27885,15581,15359,14192,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),16,21,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
