报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),36705,14073,13484,10526,7946,8100,6119,8777,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,0,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),3980,1773,1168,1150,1121,1153,844,765,
应收账款(万元),27806,25104,18067,13923,9316,7154,5947,5101,
预付款项(万元),6478,4937,2966,1808,776,554,481,271,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),1174,1087,763,518,963,701,446,357,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),21135,17440,12768,10287,6938,6584,6926,5481,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,0,--,--,--,
其他流动资产(万元),2975,1720,1076,709,0,--,--,--,
流动资产合计(万元),100251,66133,50293,38922,27059,24246,20763,20753,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,0,--,--,--,
持有至到期投资(万元),--,--,--,--,0,--,--,--,
长期应收款(万元),--,--,--,--,0,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),45505,36038,27057,22925,14269,10902,9736,5751,
累计折旧(万元),12935,9888,6605,4619,3179,2296,1515,892,
固定资产净值(万元),32570,26150,20453,18306,11089,8606,8221,4859,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),32570,26150,20453,18306,11089,8606,8221,4859,
在建工程(万元),1011,1522,123,376,2079,434,13,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),7173,7173,2982,2098,2125,2178,2231,660,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),257,100,100,7,--,--,--,--,
长期待摊费用(万元),3939,2851,1645,895,511,252,109,74,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),1925,1527,917,792,790,614,437,211,
其他非流动资产(万元),--,--,--,--,--,--,--,--,
非流动资产合计(万元),46875,39324,26219,22474,16595,12084,11011,5804,
资产总计(万元),147127,105457,76512,61395,43654,36330,31774,26556,
短期借款(万元),20824,18300,7000,300,4000,4000,5050,3950,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),1746,--,--,--,10,--,--,--,
应付账款(万元),10894,7820,5833,4643,4000,3162,2938,2695,
预收账款(万元),14834,14191,7074,6293,4083,2675,2884,3533,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3073,2376,1901,1522,831,628,418,507,
应交税费(万元),992,1693,1285,941,713,802,627,24,
应付利息(万元),35,24,8,0,9,9,9,7,
应付股利(万元),15,--,--,--,0,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),191,326,152,66,123,88,75,0,
预提费用(万元),--,--,--,--,--,--,--,--,
