报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),503255,611068,349837,316976,270497,261379,177478,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),15385,10335,8662,18923,6313,9075,5765,
应收账款(万元),125208,120428,82418,77290,90511,132208,93788,
预付款项(万元),15242,22641,16962,16419,13996,11915,10549,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),138,--,--,--,--,--,--,
其他应收款(万元),9370,6297,5814,5489,8478,26627,27316,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),170364,150751,133418,156864,150169,138743,97722,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,2000,--,--,--,--,
其他流动资产(万元),228354,65173,61937,68592,62098,64029,47460,
流动资产合计(万元),1067315,986693,661049,660554,602063,643976,460078,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),19710,19610,19610,19610,19610,10,110,
持有至到期投资(万元),--,--,--,2000,2000,2000,2000,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),133,160,238,263,299,297,344,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),32193,31612,34628,33881,34233,34847,22010,
固定资产原值(万元),313977,281104,251119,247092,245943,--,--,
累计折旧(万元),122725,113949,104441,95922,92047,--,--,
固定资产净值(万元),191253,167155,146678,151170,153896,--,--,
固定资产减值准备(万元),44,44,44,44,44,--,--,
固定资产(万元),191209,167111,146634,151126,153852,160335,151297,
在建工程(万元),19968,33757,26120,18663,16458,13961,15563,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),79254,75408,74072,75691,76038,69826,64306,
开发支出(万元),--,--,139,126,1359,920,183,
商誉(万元),771,1346,604,--,--,--,--,
长期待摊费用(万元),13380,9554,6186,4109,1661,1516,1532,
股权分置流通权(万元),--,--,--,--,--,--,--,
