报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),8929,8065,13799,8507,8217,7702,5490,11775,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),8474,11032,2889,5524,611,2594,2487,1871,
应收账款(万元),26159,19495,16645,15019,16509,14427,11262,8672,
预付款项(万元),1598,1375,2029,1040,1497,442,383,623,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),17,29,--,--,--,--,72,148,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),740,185,172,204,147,111,186,163,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),7121,7023,3829,4044,2911,3716,3464,4118,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),4259,7677,11488,957,164,0,56,51,
流动资产合计(万元),57297,54881,50851,35294,30056,28992,23400,27421,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),195,195,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),1843,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),1898,1489,1316,1038,--,--,--,--,
累计折旧(万元),642,434,396,337,--,--,--,--,
固定资产净值(万元),1256,1054,920,702,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),1256,1054,920,702,150,196,219,196,
在建工程(万元),--,213,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),132,162,227,234,264,129,16,24,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),654,155,28,--,67,142,218,37,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),448,246,225,130,124,146,76,48,
其他非流动资产(万元),166,48,150,82,268,43,--,--,
非流动资产合计(万元),4694,2074,1551,1148,872,657,529,306,
资产总计(万元),61991,56955,52402,36442,30928,29648,23929,27727,
短期借款(万元),2483,3500,1034,4257,5775,4995,4039,12250,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,13,54,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,207,350,--,--,480,--,--,
应付账款(万元),13697,9425,9922,11588,7783,8573,6106,4197,
预收账款(万元),280,819,928,162,262,370,796,534,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),787,865,692,433,417,551,269,310,
应交税费(万元),433,612,242,495,355,818,587,424,
应付利息(万元),0,5,12,4,20,--,98,127,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),968,1775,322,212,180,368,260,391,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,70,37,64,2234,298,
其他流动负债(万元),0,--,--,--,--,--,--,--,
流动负债合计(万元),18649,17208,13502,17221,14829,16220,14402,18585,
长期借款(万元),--,--,--,227,279,--,142,2968,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),0,0,0,227,279,0,142,2968,
负债合计(万元),18649,17208,13502,17448,15108,16220,14544,21553,
实收资本(或股本)(万元),8429,5648,5600,4200,4200,4200,4200,1458,
资本公积(万元),18320,22034,20101,3127,3127,3127,3127,1159,
减:库存股(万元),725,1785,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),1172,975,961,834,585,385,109,355,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),15126,12948,12237,10833,7908,5717,1948,3203,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),42483,39747,38899,18994,15820,13428,9385,6174,
少数股东权益(万元),859,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),43342,39747,38899,18994,15820,13428,9385,6174,
负债和所有者权益(或股东权益)总计(万元),61991,56955,52402,36442,30928,29648,23929,27727,		
  
