报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),122965,173988,94805,72989,60842,22541,23454,22574,22428,7039,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),24635,23002,12298,5269,4508,1281,496,223,96,286,
应收账款(万元),84242,76564,69663,55229,37264,38201,20998,10023,6130,6937,
预付款项(万元),1956,1377,1765,603,726,1533,1091,982,351,51,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),185,--,--,--,66,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),4746,5001,5066,4418,4188,949,758,672,241,180,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),3964,4373,2600,1522,2257,1915,1251,1557,1412,1371,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),42848,750,834,605,544,435,339,264,93,52,
流动资产合计(万元),285541,285055,187031,140635,110396,66854,48385,36295,30752,15915,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),18421,16636,14864,9165,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,577,--,--,--,--,--,
长期股权投资(万元),--,--,--,890,973,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),25169,22156,19660,15689,6924,5259,5283,--,--,--,
累计折旧(万元),13221,10590,7963,6044,3422,2056,2425,--,--,--,
固定资产净值(万元),11947,11566,11697,9645,3502,3203,2858,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,327,--,--,--,
