报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),44095,58289,75326,115332,71622,59210,122628,54048,50542,37696,17323,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),9940,17463,12333,8439,8637,--,4,--,-99,-25,226,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4073,5015,6835,4725,2791,5295,4807,10168,4613,3489,173,
应收账款(万元),64670,69935,64013,34293,45939,44943,38865,40945,30862,24779,16998,
预付款项(万元),6271,2774,3430,2532,3590,6014,2523,2845,2748,3723,822,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),104,385,6182,5435,3490,1933,1589,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),622,580,4317,455,705,957,612,3641,2501,1508,1712,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),168905,149344,98012,79621,103460,118826,123828,108918,81516,53839,22054,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),49,157,--,129,--,--,--,--,--,--,--,
其他流动资产(万元),55888,51168,41386,24717,65202,61200,--,--,--,--,--,
流动资产合计(万元),354616,355110,311835,275679,305437,298377,294856,220565,172683,125007,59307,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),1245,1313,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),3617,3821,16505,17066,17739,18348,19002,768,826,770,761,
固定资产原值(万元),247673,227795,208895,81137,65186,64315,64803,60823,51543,34217,34862,
累计折旧(万元),118091,105426,97202,32364,30992,27485,24044,19336,15580,12443,12603,
固定资产净值(万元),129582,122369,111693,48773,34194,36830,40759,41486,35963,21774,22259,
固定资产减值准备(万元),8119,7828,8450,--,--,--,--,--,--,--,--,
固定资产(万元),121462,114541,103243,48773,34194,36830,40759,41486,35963,21774,22259,
在建工程(万元),682,4855,832,9583,12324,4749,4702,4719,7243,9875,5030,
工程物资(万元),--,--,--,--,--,--,--,--,91,320,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6630,6871,10194,8763,9527,10043,9568,9473,9943,6154,5117,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),1589,1589,1589,--,--,--,--,--,--,--,--,
长期待摊费用(万元),637,713,1001,508,1055,1472,609,78,210,228,325,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),8406,8141,4241,1495,816,614,360,376,292,230,402,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
