报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),7349619,7433861,9813041,14073734,5970506,2355004,3499379,3727382,4951980,7371772,4229472,6403162,
结算备付金(万元),1247092,1263320,1343270,1951131,1086241,350444,248738,289079,362184,310509,103272,594083,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),9426990,4936252,3493628,5745165,839667,394256,700129,565156,600118,412926,242831,185141,
衍生金融资产(万元),45392,671,571,2475,108,--,--,--,--,2725,--,2820,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),123759,152544,146667,190337,141534,--,--,--,--,--,--,--,
预付款项(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,275999,215795,161550,39933,30387,21971,13038,743,--,--,3,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),583072,545934,576086,512578,302925,18631,265983,231564,139417,89169,31276,262728,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),6626820,4405333,1773194,282749,121220,202314,18504,13720,102970,--,--,12000,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,4698772,4059485,2802264,881196,716658,273336,193707,110689,189782,124947,335203,
持有至到期投资(万元),1019208,--,--,7200,--,--,--,--,5000,11000,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),239905,187065,97357,73152,42093,298673,31884,29217,27401,31882,30339,31428,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),6668,8513,8849,9566,--,--,--,--,--,--,--,--,
固定资产原值(万元),307996,304441,305476,285482,151939,--,153172,151982,150482,151484,--,155061,
累计折旧(万元),179833,169840,169269,157282,102550,--,95275,88401,86546,84878,--,89691,
固定资产净值(万元),128163,134601,136207,128200,49390,--,57897,63582,63936,66606,--,65370,
固定资产减值准备(万元),1815,1815,1815,1815,1584,--,1786,1877,1877,1877,--,4611,
固定资产(万元),126348,132786,134392,126384,47806,48348,56111,61705,62060,64729,69044,60758,
在建工程(万元),11046,6821,7254,11981,7021,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),14875,14201,11721,11330,5036,4692,6692,6353,7004,5802,4141,3488,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,6351,6658,6360,4631,--,4747,4746,5077,10307,10322,10802,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),180067,131046,158034,73208,3898,--,1779,105,1352,1500,5014,3534,
其他非流动资产(万元),201596,220990,116017,173839,68787,31879,708624,384714,238940,147070,52414,161143,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,
