报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),14787,5895,5777,5739,5598,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),341,--,--,--,1,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),19,--,--,--,126,
应收账款(万元),11187,--,--,--,6401,
预付款项(万元),329,189,259,179,199,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),1308,1011,1559,477,414,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),11042,10349,8343,7849,8464,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),43219,19,24,--,335,
流动资产合计(万元),82233,27167,24462,22648,21538,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),2736,2482,2361,2035,1833,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),3807,3912,4017,4122,3035,
固定资产原值(万元),31664,30082,29974,29719,--,
累计折旧(万元),17257,16336,16260,15635,--,
固定资产净值(万元),14407,13747,13714,14084,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),14407,13747,13714,14084,16195,
在建工程(万元),--,1907,166,357,290,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),5894,6026,6001,2130,2198,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),24,30,50,46,47,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),381,212,231,128,103,
其他非流动资产(万元),187,59,116,--,59,
非流动资产合计(万元),33768,28376,26657,22902,23759,
资产总计(万元),116001,55543,51119,45550,45297,
短期借款(万元),--,--,5342,--,--,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,8,48,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),--,--,--,--,--,
应付账款(万元),6804,--,--,--,4039,
预收账款(万元),326,457,391,650,540,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),1288,1151,838,599,554,
应交税费(万元),498,438,763,605,324,
应付利息(万元),56,--,--,--,--,
应付股利(万元),0,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),2093,926,846,2285,2690,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,1560,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),11066,9516,13497,9571,9707,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,1403,1887,2368,2539,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),932,571,529,--,--,
递延所得税负债(万元),51,--,--,--,0,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),1988,1974,2417,2368,2539,
负债合计(万元),13054,11490,15914,11939,12246,
实收资本(或股本)(万元),8400,6300,6300,6300,6300,
资本公积(万元),53777,7165,7165,6484,5104,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),1348,1170,966,774,591,
盈余公积(万元),4049,4049,4049,4049,4049,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),35278,25293,16623,15926,16929,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),102947,44053,35206,33611,33050,
少数股东权益(万元),--,--,--,--,--,
所有者权益(或股东权益)合计(万元),102947,44053,35206,33611,33050,
负债和所有者权益(或股东权益)总计(万元),116001,55543,51119,45550,45297,		
  
