报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),10336,14832,8550,18030,4344,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),19429,9896,--,432,1678,
应收账款(万元),16020,17992,--,12290,13181,
预付款项(万元),917,710,519,465,982,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),12,1,--,49,46,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),14274,15275,17802,13128,10601,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),0,1098,239,6343,1014,
流动资产合计(万元),60987,59804,56218,50738,31847,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),2400,2400,2400,2400,--,
长期股权投资(万元),--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,482,827,--,
固定资产原值(万元),54370,49108,--,--,--,
累计折旧(万元),9913,7550,--,--,--,
固定资产净值(万元),44457,41557,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),44457,41557,--,32135,24412,
在建工程(万元),305,3447,--,6222,4360,
工程物资(万元),--,253,--,966,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),5121,5245,5070,5151,5261,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),402,440,1233,847,761,
其他非流动资产(万元),--,297,294,494,5902,
非流动资产合计(万元),52684,53639,49845,49043,40696,
资产总计(万元),113671,113444,106063,99781,72542,
短期借款(万元),34600,42500,32290,25308,23051,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),--,--,--,8540,1100,
应付账款(万元),2833,4443,--,5108,12815,
预收账款(万元),54,342,157,320,181,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),693,752,314,190,106,
应交税费(万元),329,85,630,760,250,
应付利息(万元),--,--,--,--,--,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),1217,2146,--,9936,16821,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),3322,2487,2361,2242,--,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),43048,52754,56095,52403,54324,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),0,3322,--,8170,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),2199,2361,2449,2453,221,
递延所得税负债(万元),--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),2199,5683,8258,10623,221,
负债合计(万元),45247,58438,64353,63027,54545,
实收资本(或股本)(万元),35000,35000,35000,30909,20000,
资本公积(万元),3311,3311,3311,5018,--,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),1309,813,402,70,122,
盈余公积(万元),3251,1658,300,474,185,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),25552,14224,2697,283,-2310,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),68424,55006,41709,36754,17998,
少数股东权益(万元),--,--,--,--,--,
所有者权益(或股东权益)合计(万元),68424,55006,41709,36754,17998,
负债和所有者权益(或股东权益)总计(万元),113671,113444,106063,99781,72542,		
  
