报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),33818,43227,42028,42543,12221,9635,26335,50409,8033,5202,2668,
结算备付金(万元),--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),--,358,--,--,--,23,5,--,13,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),10826,4950,1607,564,233,485,93,449,0,0,0,
应收账款(万元),25911,22508,10283,8482,7297,7177,6208,5931,4269,3954,2089,
预付款项(万元),1850,1410,846,1110,471,878,476,5482,2384,1697,2628,
应收保费(万元),--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,28,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),1213,844,593,789,546,3001,266,604,568,107,47,
应收出口退税(万元), --,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,
存货(万元),32621,28088,17620,16325,16201,20330,15874,15081,11550,6610,4059,
待摊费用(万元),--,--,--,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,0,0,0,
其他流动资产(万元),2480,2638,1934,5904,1363,2441,1235,--,0,0,553,
流动资产合计(万元),108719,104024,74910,75716,38332,43969,50519,77957,26818,17570,12043,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),4371,4588,2000,2000,--,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,0,0,0,
长期股权投资(万元),4947,5493,6655,2964,--,--,--,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,0,0,0,
投资性房地产(万元),2000,5032,6083,5735,--,--,--,--,0,0,0,
固定资产原值(万元),98559,91568,74139,65374,65218,60534,28462,17571,15782,0,0,
累计折旧(万元),34580,28776,20888,16487,14432,10020,6594,4875,3292,0,0,
固定资产净值(万元),63979,62792,53251,48888,50786,50514,21868,12696,12489,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,0,0,0,
固定资产(万元),63982,62792,53251,48888,50786,50514,21868,12696,12489,11565,7020,
在建工程(万元),4859,4670,4267,7270,5305,3485,17914,3390,801,463,2618,
工程物资(万元),--,--,--,--,--,--,--,--,0,57,57,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,0,0,0,
无形资产(万元),13197,12657,8435,8702,9724,6415,4914,4931,2563,2578,2724,
开发支出(万元),--,--,--,--,--,--,--,--,0,0,0,
商誉(万元),21775,23334,3312,3291,--,--,--,--,0,25,25,
长期待摊费用(万元),81,129,147,89,--,--,1,7,13,19,25,
股权分置流通权(万元),--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),1784,1599,1025,960,810,514,509,331,184,73,84,
其他非流动资产(万元),3348,1924,709,845,1729,992,3863,--,0,0,0,
非流动资产合计(万元),120344,122219,85885,80743,68355,61920,49070,21355,16050,14781,12553,
资产总计(万元),229063,226243,160796,156459,106687,105889,99589,99312,42868,32350,24596,
短期借款(万元),50,19134,--,--,800,2000,827,1449,10433,4832,4141,
向中央银行借款(万元),--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),535,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,32,9,--,--,--,0,0,0,
应付票据(万元),4700,--,341,1187,1153,3073,1106,3358,3096,3440,2210,
应付账款(万元),11585,13774,7056,5953,6078,6648,4231,4027,3315,3100,2581,
预收账款(万元),1813,2449,2147,2110,1803,1761,2539,1278,1948,969,668,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),1811,1489,1193,891,948,1001,751,785,327,273,126,
应交税费(万元),2184,1330,859,653,405,690,243,216,-111,118,28,
