报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),37222,78698,108261,19331,22592,7207,6338,4041,6030,4683,
结算备付金(万元),--,--,--,--,--,0,--,--,--,--,
拆出资金(万元),--,--,--,--,--,0,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,0,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,4626,5455,--,--,0,--,--,--,--,
应收账款(万元),53831,34831,17881,12380,11594,9654,7234,5524,3116,1116,
预付款项(万元),701,193,334,65,28,64,161,51,80,98,
应收保费(万元),--,--,--,--,--,0,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,0,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,0,--,--,--,--,
应收利息(万元),30,--,5,--,--,0,--,--,--,--,
应收股利(万元),--,--,--,--,--,0,--,--,--,--,
其他应收款(万元),36615,26298,1429,1288,247,696,445,276,246,163,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,0,--,--,--,--,
存货(万元),167,230,241,--,--,0,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,0,--,--,--,--,
其他流动资产(万元),34759,2662,24999,--,--,0,42,--,--,--,
流动资产合计(万元),163325,147538,158606,33064,34461,17620,14220,9893,9472,6059,
发放贷款及垫款(万元),--,--,--,--,--,0,--,--,--,--,
可供出售金融资产(万元),3543,3543,2630,4000,--,0,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,0,--,--,--,--,
长期应收款(万元),--,--,--,--,--,0,--,--,--,--,
长期股权投资(万元),61874,58602,44802,--,--,0,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),8730,4641,4778,4923,--,0,--,--,--,--,
固定资产原值(万元),87900,56452,11875,10563,7714,6784,6638,--,--,1274,
累计折旧(万元),6315,4267,2987,2166,1567,1376,1219,--,--,532,
固定资产净值(万元),81584,52185,8888,8397,6147,5408,5419,--,--,742,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),81584,52185,8888,8397,6147,5408,5419,699,779,742,
在建工程(万元),--,26466,51242,--,5236,0,--,4545,--,--,
工程物资(万元),--,--,--,--,--,0,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,0,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,0,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,0,--,--,--,--,
无形资产(万元),133,110,73,130,193,98,56,22,19,--,
开发支出(万元),--,--,--,--,--,0,--,--,--,--,
商誉(万元),150,150,150,--,--,0,--,--,--,--,
长期待摊费用(万元),56,83,27,48,67,115,14,85,178,237,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),783,256,256,193,143,84,123,83,60,22,
其他非流动资产(万元),814,297,--,--,--,0,--,--,--,--,
非流动资产合计(万元),157667,146333,112846,17691,11785,5706,5612,5433,1036,1001,
资产总计(万元),320991,293871,271452,50755,46246,23326,19832,15326,10508,7060,
短期借款(万元),23500,--,--,--,--,0,500,--,--,--,
向中央银行借款(万元),--,--,--,--,--,0,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,0,--,--,--,--,
拆入资金(万元),--,--,--,--,--,0,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,0,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,0,--,--,--,--,
应付账款(万元),203,643,344,287,392,117,110,--,--,--,
预收账款(万元),658,852,743,547,351,427,167,181,387,901,
卖出回购金融资产款(万元),--,--,--,--,--,0,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,0,--,--,--,--,
应付职工薪酬(万元),2729,4257,1738,1237,1129,815,553,484,637,165,
应交税费(万元),5745,4253,1123,1018,405,571,897,842,571,260,
应付利息(万元),38,1,2,2,3,3,4,4,--,--,
应付股利(万元),--,--,--,--,--,0,--,--,--,56,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),3929,6238,5903,136,36,75,65,8,81,19,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,0,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,0,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,0,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,0,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,0,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),72,206,193,181,169,158,148,139,--,--,
其他流动负债(万元),--,--,--,--,--,0,--,--,--,--,
流动负债合计(万元),36874,16451,10046,3408,2484,2166,2444,1658,1675,1400,
长期借款(万元),424,496,702,895,1076,1245,1404,1552,--,--,
应付债券(万元),--,--,--,--,--,0,--,--,--,--,
长期应付款(万元),--,--,--,--,--,0,--,--,--,--,
专项应付款(万元),--,--,--,--,--,0,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),220,970,750,450,0,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,0,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,45,150,--,120,120,
非流动负债合计(万元),644,1466,1452,1345,1076,1290,1554,1552,120,120,
负债合计(万元),37518,17917,11498,4753,3560,3456,3998,3210,1795,1520,
实收资本(或股本)(万元),74221,74238,29701,11070,11070,4500,4500,4500,4500,532,
资本公积(万元),154099,159587,203742,13772,13772,1059,1059,1059,1059,1468,
减:库存股(万元),3528,4769,5511,--,--,0,--,--,--,--,
专项储备(万元),--,--,--,--,--,0,--,--,--,--,
盈余公积(万元),7219,5522,3685,2488,1895,1431,1028,656,315,564,
一般风险准备(万元),--,--,--,--,--,0,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),39966,35016,24916,18430,15948,12880,9248,5902,2838,2977,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,0,--,--,--,--,
