报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),30555,37046,12305,13993,10185,6197,21609,10895,6224,9189,44488,38621,8259,2378,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),4202,1962,2369,2127,1013,442,265,1753,4585,801,17,0,0,5,
应收账款(万元),14952,7034,13474,13784,12739,11718,12774,18868,9462,6991,3262,2012,844,1998,
预付款项(万元),9049,10543,3177,673,965,1321,3074,8014,6540,5453,15954,30181,5881,5790,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),--,--,--,36,44,--,--,--,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),1271,768,13968,293,238,322,1155,378,306,592,748,1036,1593,2155,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),101119,56665,50211,51319,59992,60452,51672,64946,73443,57248,51244,43144,22609,16767,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),12032,12915,2899,2669,4475,5461,5203,--,--,0,0,0,0,0,
流动资产合计(万元),174817,126934,98403,84894,89651,85913,95753,104854,100560,80274,115713,114994,39185,29093,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),630,630,630,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),5255,6168,5860,--,--,--,--,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),826,--,--,6324,6525,6726,6926,--,--,0,0,0,0,0,
固定资产原值(万元),266270,227995,221441,247589,254372,254009,260055,264672,258029,209803,104548,89062,73694,--,
累计折旧(万元),116925,104385,94872,103117,94966,80836,71655,57286,42837,29154,19884,14570,10009,--,
固定资产净值(万元),149345,123610,126568,144472,159405,173173,188400,207386,215192,180648,84664,74492,63685,--,
固定资产减值准备(万元),715,779,2679,6704,907,907,--,--,--,0,0,0,0,--,
固定资产(万元),148630,122832,123889,137768,158499,172267,188400,207386,215192,180648,84664,74492,63685,41817,
在建工程(万元),6472,6116,5286,--,170,61,145,23,3907,35935,89721,3660,8278,9655,
工程物资(万元),179,12545,49,--,1073,597,660,--,--,7,341,1759,170,10897,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),14270,14331,14663,11167,12168,12524,13317,13701,13762,13598,13735,10763,10714,3980,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,
