报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
固定资产原值(万元),190909,173749,146190,137653,133722,121352,112126,80683,69680,55849,43539,0,
累计折旧(万元),83435,70801,59557,50329,42467,33483,26687,22479,17048,13192,10404,0,
固定资产净值(万元),107474,102948,86633,87324,91254,87868,85439,58204,52632,42657,33136,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
固定资产(万元),107474,102948,86633,87324,91254,87868,85439,58204,52632,42657,33136,32624,
在建工程(万元),11222,11010,14587,1205,7338,6809,9820,25968,13525,1156,0,1831,
工程物资(万元),--,--,--,--,--,--,0,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,41,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,0,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,0,--,--,0,0,0,
无形资产(万元),6933,7191,5374,5399,6139,6127,6330,4427,3204,3276,3349,1914,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
商誉(万元),698,1083,--,--,--,--,--,--,--,0,0,0,
长期待摊费用(万元),994,1064,187,--,7,87,--,--,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),1463,1449,911,811,396,302,332,331,314,167,118,97,
其他非流动资产(万元),2228,1906,1298,474,515,--,--,--,--,0,0,0,
非流动资产合计(万元),131011,127155,122200,108599,107072,101235,101921,88929,69675,47257,36602,36465,
资产总计(万元),344500,329568,270202,218674,230830,224839,192695,178865,158597,91061,65884,68305,
短期借款(万元),--,--,--,13500,33079,21439,46480,35633,18590,19394,11472,17243,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),49305,39063,41457,26221,24157,17880,15227,16787,16975,12602,15005,10053,
应付账款(万元),49719,53365,29567,27400,25277,25335,20911,16832,13957,7563,8667,9806,
预收账款(万元),110,87,301,170,111,209,241,228,517,313,740,846,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),5621,5046,4364,3660,3247,2759,2346,2027,1659,1416,1240,1100,
应交税费(万元),555,825,910,892,798,-2179,-3091,-2389,-692,-1,94,-66,
应付利息(万元),--,--,--,25,77,939,97,74,36,31,11,20,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),100,202,57,47,132,61,61,81,279,44,1830,5301,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),--,--,--,4000,--,10000,7800,3200,7000,0,0,0,
其他流动负债(万元),--,--,--,--,--,15000,--,--,--,0,0,0,
流动负债合计(万元),105411,98587,76655,75914,86878,91443,90073,72473,58322,41361,39058,44303,
长期借款(万元),--,--,--,--,5000,--,6700,13100,11300,16000,0,3000,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期递延收益(万元),986,414,142,--,--,--,--,--,--,0,0,0,
递延所得税负债(万元),617,--,--,--,--,4,1,--,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
非流动负债合计(万元),1603,414,142,0,5000,4,6701,13100,11300,16000,0,3000,
负债合计(万元),107014,99001,76797,75914,91878,91447,96774,85573,69622,57361,39058,47303,
实收资本(或股本)(万元),41610,41610,38587,29880,29880,14940,12000,12000,12000,9000,9000,4330,
资本公积(万元),137768,137768,108003,71178,71178,86112,56702,56702,56702,8045,8045,-6,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
盈余公积(万元),5697,4781,4281,3650,3060,2555,2035,1635,1135,671,333,1698,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),45430,39072,34736,30124,26655,24115,19468,17226,13519,10489,4880,11023,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,0,0,
归属于母公司股东权益合计(万元),230504,223230,185607,134832,130773,127722,90205,87562,83356,28206,22258,17045,
少数股东权益(万元),6982,7337,7797,7928,8179,5670,5717,5730,5620,5494,4568,3957,
所有者权益(或股东权益)合计(万元),237486,230567,193405,142760,138952,133392,95922,93293,88976,33700,26826,21002,
负债和所有者权益(或股东权益)总计(万元),344500,329568,270202,218674,230830,224839,192695,178865,158597,91061,65884,68305,		
  
