报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),91669,16811,6874,4737,1106,3710,4950,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,92281,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),321,13,746,609,81,206,--,
应收账款(万元),67733,80985,56844,44421,48332,26261,22589,
预付款项(万元),1152,29,28,132,254,37,260,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),82,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),1385,2068,1740,2368,4849,2152,1283,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),29965,16702,22346,23576,22377,33577,26112,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),13706,175,26573,18091,427,1000,--,
流动资产合计(万元),206013,209064,115152,93935,77425,66943,55193,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),200,200,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),4522,--,--,--,--,--,--,
长期股权投资(万元),3399,5,--,23,27,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),6596,5521,5421,5436,--,--,--,
累计折旧(万元),2133,1856,1565,1302,--,--,--,
固定资产净值(万元),4463,3665,3855,4134,--,--,--,
固定资产减值准备(万元),174,--,--,--,--,--,--,
固定资产(万元),4289,3665,3855,4134,4793,5126,5409,
在建工程(万元),--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),--,--,--,--,--,--,--,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
