报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),47856,42952,17247,31840,20804,31483,15500,14777,10850,12070,13075,11652,4277,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,0,0,--,--,254,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),3214,3626,2145,3028,4309,5310,3927,3177,885,609,374,321,45,
应收账款(万元),5608,4643,12888,4486,8089,3736,7351,8272,3740,4477,10130,10040,6104,
预付款项(万元),4566,7738,8483,8116,5007,34593,2895,1979,3909,2816,1655,2612,231,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),--,--,--,--,--,0,0,--,--,0,--,--,0,
应收股利(万元),--,--,--,--,--,0,0,--,--,0,--,--,0,
其他应收款(万元),16110,4589,6235,5134,3652,3717,2684,923,624,456,449,297,399,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
存货(万元),149072,99754,48825,34683,42098,24476,25264,22474,17980,9801,10902,11021,3980,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动资产(万元),--,1200,2036,--,--,--,--,--,--,0,--,--,0,
其他流动资产(万元),6874,2311,485,173,464,6,6,15,21,0,--,21,2,
流动资产合计(万元),233301,168518,98345,87460,84424,103321,57627,51617,38009,30483,36584,35964,15038,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
可供出售金融资产(万元),--,--,--,--,--,0,0,--,--,0,0,--,0,
持有至到期投资(万元),--,--,--,--,--,0,0,--,--,0,--,--,0,
长期应收款(万元),--,--,--,--,--,0,0,--,--,0,--,--,0,
长期股权投资(万元),9576,40430,16131,11567,8855,295,--,--,67,141,682,--,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
投资性房地产(万元),2698,2742,2805,--,--,--,--,--,--,0,--,--,0,
固定资产原值(万元),263737,195041,115441,105779,105590,68147,54418,52904,42188,36496,32437,26135,13840,
累计折旧(万元),54561,48541,37647,33645,32620,20572,16701,13294,10321,8326,8512,6855,4598,
固定资产净值(万元),209177,146500,77794,72134,72970,47575,37717,39610,31867,28170,23925,19280,9242,
固定资产减值准备(万元),3529,3571,3752,3428,5659,--,--,--,--,0,550,550,566,
固定资产(万元),205648,142929,74042,68706,67312,47575,37717,39610,31867,28170,23375,18730,8677,
在建工程(万元),76929,17299,17730,2782,4131,1560,5221,29,5897,3245,5312,377,1919,
工程物资(万元),--,--,--,243,--,0,0,--,43,5,--,--,0,
固定资产清理(万元),--,--,--,--,--,0,0,--,--,0,6,113,0,
生产性生物资产(万元),51508,35957,18352,8266,6467,1523,--,--,--,0,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
油气资产(万元),--,--,--,--,--,0,0,--,--,0,--,--,0,
无形资产(万元),10985,11612,7457,7409,8577,9261,9532,9581,8781,8999,8909,5536,5513,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
商誉(万元),5035,5729,4514,5473,5645,5645,5645,5645,5645,5883,6098,1538,508,
长期待摊费用(万元),15580,17126,8238,2454,2803,2051,643,449,147,134,75,76,162,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
递延所得税资产(万元),435,417,196,85,242,286,400,284,318,12,78,62,0,
其他非流动资产(万元),11182,1557,1200,2286,--,0,0,--,--,0,--,--,22,
非流动资产合计(万元),389575,275798,150665,109270,104033,68196,59159,55598,52764,46589,44535,26432,16801,
资产总计(万元),622877,444316,249009,196730,188456,171517,116785,107215,90773,77072,81119,62396,31839,
短期借款(万元),173162,45500,57265,53901,94062,90033,45995,44045,30412,16916,30390,21990,9850,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融负债(万元),--,--,--,--,--,0,0,--,--,0,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应付票据(万元),251,--,--,--,--,220,0,--,2000,600,580,286,814,
应付账款(万元),48452,30706,17053,8524,14425,9686,9591,8552,3209,2550,3382,3897,3486,
