报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),61640,62533,88249,21197,15603,15049,24364,33084,4676,1601,3309,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),227,4560,3861,1442,1340,2700,1285,1839,1178,440,99,
应收账款(万元),147024,136086,99136,53390,38665,9806,8924,6965,5352,4431,3882,
预付款项(万元),2745,2550,4909,2927,961,468,746,3499,435,167,164,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,2,5,0,19,115,76,112,12,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),39795,50468,19578,7409,4896,217,341,387,528,523,1678,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),431188,398591,178722,17639,14337,8340,8528,7781,5982,3385,1824,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),16,15,--,0,--,--,--,--,--,--,--,
其他流动资产(万元),13272,8074,7924,1819,1660,--,--,--,--,--,0,
流动资产合计(万元),695907,662880,405634,105825,77481,36695,44265,53667,18163,10547,10957,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),9725,30375,5000,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),72726,24745,22540,--,--,--,--,--,--,--,--,
长期股权投资(万元),15026,12955,8158,4355,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),8454,5961,6419,8412,6014,--,--,--,--,--,--,
固定资产原值(万元),65751,66015,62702,58598,53965,23938,21777,10594,7344,--,--,
累计折旧(万元),29088,24880,20200,16786,12448,5547,3760,2837,2272,--,--,
固定资产净值(万元),36663,41134,42502,41812,41517,18391,18017,7757,5071,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),36663,41134,42502,41812,41517,18391,18017,7757,5071,3930,2408,
在建工程(万元),--,2764,8,1445,2396,9445,3586,4379,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),39096,19814,17481,9497,9528,6243,6317,2923,2935,221,228,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),46357,135364,87742,14453,12421,--,--,--,--,--,--,
长期待摊费用(万元),659,790,391,22,--,--,--,342,429,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),8307,7807,2860,1897,1436,152,163,96,67,56,87,
其他非流动资产(万元),2051,3204,4147,583,74,1046,--,--,--,--,--,
非流动资产合计(万元),239064,284914,197248,82475,73388,35277,28083,15497,8502,4207,2724,
资产总计(万元),934972,947794,602881,188300,150869,71973,72348,69164,26666,14754,13681,
短期借款(万元),139381,104281,65231,12740,2500,2500,9200,6600,6091,4700,3000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,630,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,3881,692,783,1354,713,2134,3383,2415,--,4600,
应付账款(万元),257961,244910,147357,23232,20422,4592,3800,3316,2406,2620,1084,
预收账款(万元),16031,35779,10191,4332,3977,2829,1972,1857,1638,814,1812,
