报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),92890,74894,70731,73553,46606,52339,43964,48847,38500,47327,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,97,14,70,316,--,--,--,63,64,
衍生金融资产(万元),204,--,--,--,--,--,--,--,--,--,
应收票据(万元),1361,501,1233,114,214,350,94,45,10,13,
应收账款(万元),39789,35194,30360,21334,11077,6507,4904,4373,4929,5198,
预付款项(万元),18590,26622,22938,13818,15054,17593,12832,9186,7065,8594,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),548,821,814,288,166,--,--,--,81,51,
其他应收款(万元),9352,9103,6360,2487,1449,995,582,602,1347,4036,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),141087,121800,119557,93733,98816,109539,94947,72676,78335,52131,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),11864,10590,10694,9896,12000,--,--,--,--,--,
流动资产合计(万元),315685,279623,262701,215293,185699,187322,157323,135729,130331,117413,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),368,334,1173,1172,1122,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),135482,102237,49232,33288,28351,29075,26688,19198,6280,4499,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),241710,226124,205352,173088,157502,122029,99890,--,--,--,
累计折旧(万元),85514,72016,61457,52182,40613,32023,24925,--,--,--,
固定资产净值(万元),156196,154109,143895,120906,116889,90005,74965,--,--,--,
固定资产减值准备(万元),4526,339,339,339,339,339,339,--,--,--,
固定资产(万元),151670,153769,143556,120567,116549,89666,74625,65697,52824,43124,
在建工程(万元),25572,12264,14611,11698,7561,23881,27946,14714,9235,10327,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),3048,1928,1031,459,154,141,21,45,70,94,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),20639,20991,23093,20436,20173,19452,15465,15200,14403,7222,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),29,29,29,29,--,--,--,--,--,--,
长期待摊费用(万元),17790,20526,14923,3310,3018,2526,1962,2003,1854,1710,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3036,3648,3044,3583,2932,2332,976,737,619,481,
其他非流动资产(万元),19750,3236,3554,1400,--,--,--,--,--,--,
非流动资产合计(万元),377384,318963,254246,195943,179860,167073,147683,117595,85284,67456,
资产总计(万元),693069,598586,516947,411236,365559,354395,305006,253324,215615,184869,
短期借款(万元),134769,119124,98124,39324,38124,89754,81584,48384,57028,46554,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,2455,2278,--,--,--,--,--,2000,--,
应付账款(万元),57273,49977,42417,31026,29630,37039,29335,26312,19088,21570,
预收账款(万元),16117,18104,16823,13395,10236,8414,8285,9160,5840,6053,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),4973,4125,3565,2611,2093,1610,1222,1040,743,794,
应交税费(万元),2874,4034,2585,4068,-2785,-3618,-2301,-227,-1103,162,
应付利息(万元),178,287,173,96,147,298,270,106,95,100,
应付股利(万元),53,147,--,--,--,--,185,185,335,141,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),30723,19737,12366,7867,5558,3999,3555,5719,5312,5872,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),3300,2000,1000,17450,800,5500,5056,56,--,135,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),250261,219989,179331,115836,83805,142996,127191,90734,89337,81381,
长期借款(万元),11850,2030,5000,3000,24250,21450,5000,10056,5111,1971,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),2335,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2025,1940,500,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,1,--,--,--,--,--,2,2,
