报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),18481,44068,5830,7217,6774,5804,14807,13873,10621,11624,22581,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),715,--,--,--,--,30,--,154,50,0,2,
应收账款(万元),10002,6459,8956,2527,2912,3356,2448,3558,5131,1284,2334,
预付款项(万元),1243,1342,914,929,475,262,967,2504,175,407,803,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),62,34,237,43,63,90,52,98,260,6613,1022,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),25222,20299,16500,17742,20424,15284,17747,9882,4422,5723,2825,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),41027,14698,5502,1319,11169,15632,1400,--,--,--,--,
流动资产合计(万元),96753,86900,37939,29777,41817,40458,37420,30069,20658,25650,29568,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),3105,--,--,212,--,--,--,--,0,0,347,
固定资产原值(万元),57451,53456,49163,43569,24773,21830,21824,21531,--,--,--,
累计折旧(万元),16866,13693,10900,8068,7202,8790,7498,6489,--,--,--,
固定资产净值(万元),40585,39763,38264,35501,17572,13040,14327,15043,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,29,--,--,--,
固定资产(万元),40585,39763,38264,35501,17572,13040,14327,15014,14563,14786,14799,
在建工程(万元),5836,2204,4556,6581,11088,2520,384,950,1376,2346,861,
工程物资(万元),336,679,170,320,491,105,106,68,0,0,452,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),16802,9249,6221,5678,2450,2102,2157,2211,2117,2375,2403,
开发支出(万元),--,--,--,--,103,103,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),892,342,311,208,133,57,16,183,74,38,30,
其他非流动资产(万元),321,345,255,506,1870,--,--,--,--,--,--,
非流动资产合计(万元),67877,52584,49775,49006,33707,17927,16990,18426,18130,19545,18893,
资产总计(万元),164630,139483,87715,78784,75524,58385,54410,48495,38788,45195,48461,
短期借款(万元),--,4500,4500,--,--,--,--,1468,18600,19000,31204,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,697,--,143,476,338,477,0,7900,5182,
应付账款(万元),3885,3433,4998,5935,2731,1306,801,1260,1069,2724,2634,
预收账款(万元),472,756,385,135,32,24,78,232,99,23,26,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1115,975,648,439,443,396,387,497,349,204,178,
