报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),69522,30307,31707,14887,9978,3254,4266,3590,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),2574,326,120,118,112,177,--,409,
应收账款(万元),67408,40361,31174,20199,12034,11012,5636,7099,
预付款项(万元),715,856,826,382,544,943,909,966,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),820,666,379,952,351,438,237,654,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),89873,106028,74499,42752,30370,22024,17233,13820,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),41912,1024,342,252,100,--,--,--,
流动资产合计(万元),272825,179568,139048,79543,53489,37848,28281,26538,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),29940,24281,20102,--,--,--,--,--,
累计折旧(万元),12402,10068,8255,--,--,--,--,--,
固定资产净值(万元),17538,14213,11847,--,--,--,--,--,
固定资产减值准备(万元),853,853,--,--,--,--,--,--,
固定资产(万元),16685,13360,11847,8098,7567,7085,5778,3321,
在建工程(万元),--,--,--,--,--,133,71,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),2100,2221,2261,1880,1941,2000,1602,1642,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),1340,--,--,--,--,--,--,--,
长期待摊费用(万元),4,--,--,--,70,51,86,24,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),1355,1061,1069,276,259,164,101,86,
其他非流动资产(万元),730,574,89,439,100,87,343,--,
非流动资产合计(万元),22215,17216,15266,10693,9937,9520,7981,5072,
资产总计(万元),295040,196784,154314,90236,63425,47368,36262,31611,
短期借款(万元),11000,14500,16985,7000,5000,6000,4700,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),15003,8463,6485,6671,2698,--,--,--,
应付账款(万元),79962,75772,58362,26838,21598,12129,9698,10010,
预收账款(万元),408,1128,1184,1174,1091,810,92,4,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),6440,6371,5147,2999,1951,1323,992,524,
应交税费(万元),4267,3956,2108,2463,510,646,796,281,
应付利息(万元),--,--,3,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),2074,1493,1163,736,315,214,1285,8050,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),119154,111682,91438,47880,33163,21123,17563,18870,
