报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),4069,3103,2177,5223,1686,3568,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),16,50,--,--,--,--,
应收账款(万元),15107,15407,12252,10037,6119,5803,
预付款项(万元),100,275,313,131,161,58,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),40,37,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),60,55,185,201,397,393,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),4523,3823,2617,1543,1276,2050,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),12099,15066,57,--,--,1000,
流动资产合计(万元),36014,37816,17602,17135,9639,12872,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),19,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),3389,--,--,--,--,--,
固定资产原值(万元),35817,32391,16591,15913,14020,--,
累计折旧(万元),11341,9950,8134,6617,5356,--,
固定资产净值(万元),24476,22441,8457,9296,8664,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),24476,22441,8457,9296,8664,10517,
在建工程(万元),983,1582,11271,3592,23,361,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),3269,3347,3355,3402,3440,704,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,557,1670,2881,278,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),710,674,570,409,244,50,
其他非流动资产(万元),567,1361,3171,99,2366,370,
非流动资产合计(万元),33414,29405,27380,18468,17618,12280,
资产总计(万元),69428,67221,44982,35603,27257,25152,
短期借款(万元),--,--,--,2010,1100,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),5008,5695,3476,3360,1436,2171,
应付账款(万元),5820,6394,8650,7402,3061,2973,
预收账款(万元),144,60,43,25,51,26,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),720,629,560,430,385,349,
应交税费(万元),421,892,273,810,739,1363,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,--,--,300,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),2487,158,123,17,64,32,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,519,--,--,--,
流动负债合计(万元),14600,13828,13645,14055,7137,6914,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),1062,2750,5518,256,197,314,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),1062,2750,5518,256,197,314,
负债合计(万元),15661,16578,19163,14311,7334,7228,
实收资本(或股本)(万元),10132,10000,7500,7500,3000,3000,
资本公积(万元),30625,28771,11031,11031,319,319,
减:库存股(万元),1669,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1688,1189,729,276,1931,1461,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),12990,10682,6559,2485,14674,13145,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),53767,50643,25819,21292,19923,17924,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),53767,50643,25819,21292,19923,17924,
负债和所有者权益(或股东权益)总计(万元),69428,67221,44982,35603,27257,25152,		
  
