报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,
货币资金(万元),6229313,1551898,493454,960575,
结算备付金(万元),--,--,--,--,
拆出资金(万元),--,--,--,--,
交易性金融资产(万元),--,--,--,--,
衍生金融资产(万元),--,--,--,--,
应收票据(万元),92,--,--,--,
应收账款(万元),8611698,7851320,5457378,4700936,
预付款项(万元),21522,16251,11386,13298,
应收保费(万元),--,--,--,--,
应收分保账款(万元),--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,
应收利息(万元),16608,--,--,--,
应收股利(万元),--,--,--,--,
其他应收款(万元),122317,309471,3260087,1026843,
应收出口退税(万元), --,--,--,--,
应收补贴款(万元),--,--,--,--,
应收保证金(万元),--,--,--,--,
内部应收款(万元),--,--,--,--,
买入返售金融资产(万元),--,--,--,--,
存货(万元),3746764,3555104,2856144,2705476,
待摊费用(万元),--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,
其他流动资产(万元),247870,383006,113257,164059,
流动资产合计(万元),18992732,13667050,12191707,9571188,
发放贷款及垫款(万元),--,--,--,--,
可供出售金融资产(万元),4076,300,4639,6859,
持有至到期投资(万元),--,--,--,--,
长期应收款(万元),--,--,--,--,
长期股权投资(万元),39366,--,3750,921,
其他长期投资(万元),--,--,--,--,
投资性房地产(万元),--,--,1982,2065,
固定资产原值(万元),2916019,2752407,2798169,2587787,
累计折旧(万元),2156412,1849155,1662241,1386988,
固定资产净值(万元),759607,903252,1135929,1200799,
固定资产减值准备(万元),--,--,--,--,
固定资产(万元),759607,903252,1135929,1200799,
在建工程(万元),50107,72753,54561,31428,
工程物资(万元),--,--,--,--,
固定资产清理(万元),--,--,--,--,
生产性生物资产(万元),--,--,--,--,
公益性生物资产(万元),--,--,--,--,
油气资产(万元),--,--,--,--,
无形资产(万元),19698,22529,24435,24072,
开发支出(万元),--,--,--,--,
商誉(万元),--,--,--,--,
长期待摊费用(万元),54915,34107,23119,15117,
股权分置流通权(万元),--,--,--,--,
递延所得税资产(万元),128325,145737,128465,114073,
其他非流动资产(万元),11507,13897,5780,2950,
非流动资产合计(万元),1067601,1192574,1382659,1398283,
资产总计(万元),20060332,14859624,13574366,10969471,
短期借款(万元),2249022,695680,164292,111179,
向中央银行借款(万元),--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,
拆入资金(万元),--,--,--,--,
交易性金融负债(万元),12,--,--,--,
衍生金融负债(万元),--,--,--,--,
应付票据(万元),--,--,--,--,
应付账款(万元),6973080,7680931,4301290,3470229,
预收账款(万元),5797,10627,18408,20223,
卖出回购金融资产款(万元),--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,
应付职工薪酬(万元),438217,301160,351589,320296,
应交税费(万元),307993,129893,76764,47218,
应付利息(万元),17741,--,--,--,
应付股利(万元),--,--,--,--,
其他应交款(万元),--,--,--,--,
应付保证金(万元),--,--,--,--,
内部应付款(万元),--,--,--,--,
其他应付款(万元),2772004,3210371,866455,1007524,
预提费用(万元),--,--,--,--,
预计流动负债(万元),--,--,--,--,
应付分保账款(万元),--,--,--,--,
保险合同准备金(万元),--,--,--,--,
代理买卖证券款(万元),--,--,--,--,
代理承销证券款(万元),--,--,--,--,
国际票证结算(万元),--,--,--,--,
国内票证结算(万元),--,--,--,--,
递延收益(万元),--,--,--,--,
应付短期债券(万元),--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,
其他流动负债(万元),34719,9509,20821,20138,
流动负债合计(万元),12798585,12038171,5799618,4996807,
长期借款(万元),--,--,--,--,
应付债券(万元),--,--,--,--,
长期应付款(万元),--,--,--,--,
专项应付款(万元),--,--,--,--,
预计非流动负债(万元),17455,2460,21746,17276,
长期递延收益(万元),698,735,585,758,
递延所得税负债(万元),9131,--,154,141,
其他非流动负债(万元),--,--,--,--,
非流动负债合计(万元),27284,3194,22485,18175,
负债合计(万元),12825868,12041365,5822102,5014982,
实收资本(或股本)(万元),1969530,1772577,--,--,
资本公积(万元),2512196,--,2782323,2709335,
减:库存股(万元),--,--,--,--,
专项储备(万元),--,--,--,--,
盈余公积(万元),28918,--,--,--,
一般风险准备(万元),--,--,--,--,
未确定的投资损失(万元),--,--,--,--,
未分配利润(万元),2671082,1009770,4665710,3260941,
拟分配现金股利(万元),--,--,--,--,
外币报表折算差额(万元),--,--,--,--,
归属于母公司股东权益合计(万元),7229463,2816106,7730308,5952512,
少数股东权益(万元),5001,2153,21955,1977,
所有者权益(或股东权益)合计(万元),7234464,2818259,7752264,5954489,
负债和所有者权益(或股东权益)总计(万元),20060332,14859624,13574366,10969471,		
  
