报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),2745,8091,16007,21466,14254,15892,12666,16193,19145,23332,23208,14076,7845,7895,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,445,161,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收票据(万元),366,403,514,514,294,361,750,377,248,749,366,215,259,339,
应收账款(万元),7522,9633,7456,8403,13109,7551,7923,10099,11929,8299,11833,8664,5163,4009,
预付款项(万元),129,491,591,1077,2244,286,287,347,790,714,819,265,1122,317,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),1049,3920,2466,1407,1467,839,1041,972,2530,2213,1532,1106,1731,1488,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),7463,13627,14931,12698,8586,10636,8705,7991,10625,10110,12660,10401,10520,7504,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),24,800,615,1163,8,0,--,3000,--,0,--,0,0,0,
流动资产合计(万元),19449,36965,42581,46729,39963,35566,31817,39140,45267,45417,50418,34727,26640,21553,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),5999,--,200,0,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),178,782,812,--,--,--,--,--,--,0,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产原值(万元),24542,38838,37765,36771,32181,30006,29456,28493,25808,23383,22834,20324,17958,--,
累计折旧(万元),17056,28041,26587,24141,21276,18467,16466,14786,13286,11308,9397,7337,5452,--,
固定资产净值(万元),7487,10797,11177,12630,10906,11539,12990,13707,12521,12075,13437,12987,12506,--,
固定资产减值准备(万元),80,2376,19,19,19,8,8,8,8,25,0,0,0,--,
固定资产(万元),7407,8421,11158,12611,10886,11531,12982,13699,12513,12050,13437,12987,12506,13276,
在建工程(万元),--,--,154,--,40,1,--,125,100,240,232,511,594,236,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),1437,4906,5994,1878,1577,1614,1627,1963,2639,3307,3972,4583,1999,1824,
开发支出(万元),--,--,27485,19723,13413,--,--,--,--,0,--,0,0,0,
商誉(万元),--,--,2514,255,--,--,--,--,--,0,--,0,0,0,
长期待摊费用(万元),200,225,1899,1931,1756,9,--,226,614,1003,1387,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),30,2535,1533,1426,761,272,221,169,370,716,178,188,67,32,
其他非流动资产(万元),1753,10424,4951,1593,418,299,--,--,--,0,--,0,0,0,
非流动资产合计(万元),17002,27294,56699,39418,28850,13725,14830,16181,16237,17316,19205,18268,15166,15368,
资产总计(万元),36451,64259,99281,86147,68813,49291,46647,55321,61504,62733,69624,52995,41806,36921,
短期借款(万元),24238,33703,29774,15347,11916,2156,60,91,841,9111,13744,10436,4523,5468,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,69,114,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),--,685,718,884,1029,851,1605,8291,12143,11011,5869,3915,8525,2980,
应付账款(万元),11508,12486,11024,11591,13325,9431,9179,10886,13155,9190,9360,17118,13720,12281,
预收账款(万元),390,1788,2120,715,354,1065,487,685,933,472,381,206,582,0,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付职工薪酬(万元),2461,1619,1903,1512,1264,904,726,728,706,587,521,625,525,367,
应交税费(万元),261,187,402,86,1365,190,207,-117,142,-13,259,-379,-473,-47,
应付利息(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,479,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),18249,14695,15109,20667,1906,1418,1429,1611,2070,1479,1908,3223,1826,9003,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动负债(万元),13880,13880,--,--,--,--,--,--,--,0,1802,1565,527,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动负债合计(万元),70987,79044,61051,50802,31159,16016,13693,22174,29989,32385,33959,36710,29754,30053,
长期借款(万元),--,--,--,--,--,--,--,--,--,0,274,1131,984,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应付款(万元),--,--,2412,2271,2225,--,--,--,--,0,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期递延收益(万元),154,1682,1500,--,--,--,--,--,--,0,--,--,--,--,
