报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),19171,27702,7987,3285,5257,11111,9080,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),620,1323,10,54,127,--,--,
应收账款(万元),15315,13504,10728,5004,3404,5715,4421,
预付款项(万元),2652,3653,3727,862,166,474,218,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),649,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),821,187,238,184,195,228,2302,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),4387,4618,2601,3533,2792,1158,367,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,511,--,--,
其他流动资产(万元),5235,190,76,3803,3130,--,97,
流动资产合计(万元),48851,51177,25367,16725,15582,18686,16485,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),95,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),7772,7561,7238,7271,5709,--,--,
累计折旧(万元),6256,5703,4803,3753,2640,--,--,
固定资产净值(万元),1516,1859,2435,3518,3069,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),1516,1859,2435,3518,3069,3147,3063,
在建工程(万元),--,--,--,33,1085,--,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),9480,9691,9910,10280,639,1051,1852,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),2123,2558,3236,4207,750,1126,1165,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),--,--,--,35,8,--,22,
其他非流动资产(万元),76,--,96,259,8678,3942,291,
非流动资产合计(万元),13290,14108,15676,18332,14229,9265,6393,
资产总计(万元),62141,65285,41043,35056,29811,27951,22878,
短期借款(万元),--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,
应付账款(万元),4531,6153,3296,1504,1710,1778,540,
预收账款(万元),729,1953,1891,1698,767,733,519,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),1595,1832,1298,1426,1351,1309,184,
应交税费(万元),95,282,135,83,167,445,127,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),754,307,454,378,309,289,383,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
