报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),92045,9080,19162,18865,10913,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),46,--,--,--,250,
应收账款(万元),146538,--,--,--,38722,
预付款项(万元),692,440,329,582,1169,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),3039,4007,3845,2853,1834,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),30249,23709,9023,5872,10458,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),517,504,535,95,4922,
流动资产合计(万元),273125,158552,110661,82903,68268,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),4608,6958,9515,6806,1885,
长期股权投资(万元),6333,5544,4788,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),24645,21431,--,--,--,
累计折旧(万元),6113,4523,--,--,--,
固定资产净值(万元),18532,16907,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),18532,16907,6105,4186,3412,
在建工程(万元),84,98,65,16,--,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),50,17,10,11,85,
开发支出(万元),--,--,--,--,--,
商誉(万元),58,58,58,58,--,
长期待摊费用(万元),538,482,88,105,139,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),2307,1901,1231,909,548,
其他非流动资产(万元),79,1579,9960,3920,--,
非流动资产合计(万元),32589,33543,31819,16012,6067,
资产总计(万元),305714,192095,142480,98915,74335,
短期借款(万元),10000,4000,8500,4000,5576,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),185,--,--,--,585,
应付账款(万元),118183,--,--,--,26767,
预收账款(万元),8581,6679,3801,2845,4556,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),4850,5493,5047,2892,2407,
应交税费(万元),10181,8440,3466,2240,1643,
应付利息(万元),--,--,--,--,--,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),2406,1280,1461,1107,835,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),154387,116436,78579,47129,42369,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),0,0,0,0,0,
负债合计(万元),154387,116436,78579,47129,42369,
实收资本(或股本)(万元),33776,25332,25332,24912,10417,
资本公积(万元),74239,21597,21597,20337,13704,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),4265,2822,1667,627,1159,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),39089,25936,15315,5914,6688,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),151369,75687,63911,51790,31968,
少数股东权益(万元),-42,-28,-9,-4,-2,
所有者权益(或股东权益)合计(万元),151327,75659,63901,51786,31966,
负债和所有者权益(或股东权益)总计(万元),305714,192095,142480,98915,74335,		
  
