报告日期,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),354806,446766,303177,195859,161367,178129,225178,308417,223034,463606,294469,
结算备付金(万元),--,--,--,--,--,--,--,0,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,0,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,0,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,0,--,0,0,
应收票据(万元),702511,532577,758037,526498,848537,432026,259240,113519,144779,121299,28163,
应收账款(万元),506812,1110220,927232,275370,195509,34710,36350,23360,15667,9319,63809,
预付款项(万元),341625,179481,338049,114815,129639,138990,5694,9849,13086,21010,76466,
应收保费(万元),--,--,--,--,--,--,--,0,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,0,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,0,--,0,0,
应收利息(万元),77,15,26,--,--,--,--,88,129,111,88,
应收股利(万元),4727,7220,6876,--,--,--,--,0,--,0,0,
其他应收款(万元),29528,159379,65075,12157,14112,13742,3561,1612,3219,4338,4290,
应收出口退税(万元), --,--,--,--,--,--,--,0,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,0,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,0,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,0,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,0,--,0,0,
存货(万元),1380224,1105088,1149636,1198971,1257239,1657530,1167063,722584,934154,844241,637743,
待摊费用(万元),--,--,--,--,--,--,--,0,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,0,--,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,5000,--,0,0,
其他流动资产(万元),142507,144660,22159,--,--,--,--,0,--,0,0,
流动资产合计(万元),3462817,3685407,3570266,2323670,2606403,2455126,1697085,1184428,1334068,1463924,1105027,
发放贷款及垫款(万元),--,--,--,--,--,--,--,0,--,0,0,
可供出售金融资产(万元),13764,16682,52198,--,--,--,--,0,29420,96509,0,
持有至到期投资(万元),--,--,--,--,--,--,--,0,5000,5000,5000,
长期应收款(万元),4593,4399,431,221,125,45,--,0,--,0,0,
长期股权投资(万元),517454,562940,530154,527239,482683,373850,363178,349796,336401,42713,46880,
其他长期投资(万元),--,--,--,--,--,--,--,0,--,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,0,--,0,0,
固定资产原值(万元),--,10809694,10678744,11750161,11257258,10975674,9012008,7857641,6611526,5828311,5300929,
累计折旧(万元),--,6357837,5922232,5858448,5357940,4902017,3936066,3429080,3009720,2752978,2503340,
固定资产净值(万元),--,4451857,4756512,5891713,5899318,6073657,5075942,4428560,3601807,3075333,2797589,
固定资产减值准备(万元),--,5721,9943,2545,2545,2545,2545,2545,1365,1365,10297,
固定资产(万元),4577962,4446136,4746569,5889169,5896774,6071112,5073397,4426016,3600442,3073968,2787292,
在建工程(万元),316623,492970,511864,571294,747132,637114,470823,1349294,1973610,1792620,832863,
工程物资(万元),1665,2,--,9891,11936,10367,--,0,--,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,0,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,0,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,0,--,0,0,
油气资产(万元),--,--,--,--,--,--,--,0,--,0,0,
无形资产(万元),77514,85851,93112,106008,86955,41678,4539,4636,4733,2644,807,
开发支出(万元),--,--,4066,6175,8344,--,--,0,--,0,0,
商誉(万元),48778,47293,49871,--,--,--,--,0,--,0,0,
长期待摊费用(万元),3890,4081,4930,--,--,--,--,0,--,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,0,--,0,0,
递延所得税资产(万元),90704,97984,42888,33269,31539,19737,21468,18230,47690,17304,26403,
其他非流动资产(万元),205,1839,--,705,872,1039,--,0,--,0,0,
非流动资产合计(万元),5653153,5760178,6036085,7143970,7266359,7154941,5933406,6147972,5997295,5030758,3699245,
资产总计(万元),9115970,9445584,9606351,9467640,9872763,9610067,7630491,7332401,7331364,6494682,4804272,
短期借款(万元),2432689,2616544,2674811,2693025,2601179,2302407,1413567,1093961,1067232,499453,73800,
向中央银行借款(万元),--,--,--,--,--,--,--,0,--,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,0,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,0,--,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,0,--,0,0,
应付票据(万元),923866,965674,540011,486272,478641,660893,324581,299820,140000,0,0,
应付账款(万元),877289,1218920,1193715,1225471,1405380,1235474,1281454,1360354,1220543,518281,329540,
预收账款(万元),561351,336065,396724,406169,610606,561208,646807,483090,495918,731560,495026,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,0,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,0,--,0,0,
应付职工薪酬(万元),8262,19558,16611,4801,7352,47622,22112,21195,25583,26745,45411,
