报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),60403,56292,39051,69226,70720,40201,74255,53486,18443,10527,23164,8868,9050,3422,6117,
结算备付金(万元),0,--,0,--,--,--,--,--,--,0,--,0,0,0,0,
拆出资金(万元),0,--,0,--,--,--,--,--,--,0,--,0,0,0,0,
交易性金融资产(万元),67,147,876,169,219,476,76,29,137,0,--,0,0,0,0,
衍生金融资产(万元),0,--,0,--,--,--,--,--,--,0,--,0,0,0,0,
应收票据(万元),6048,3173,3172,1891,1287,3941,2813,8611,3824,861,613,1477,565,449,356,
应收账款(万元),52753,53946,38741,33341,33441,30274,23373,20685,19177,13691,8486,7667,6497,4815,2939,
预付款项(万元),4884,7843,10344,4533,5228,5262,5736,12698,6845,8088,7080,2206,2690,1699,2946,
应收保费(万元),0,0,0,--,--,--,--,--,--,0,--,0,0,0,0,
应收分保账款(万元),0,0,0,--,--,--,--,--,--,0,--,0,0,0,0,
应收分保合同准备金(万元),0,0,0,--,--,--,--,--,--,0,--,0,0,0,0,
应收利息(万元),10,17,1109,128,203,166,463,52,46,29,104,53,0,0,0,
应收股利(万元),0,0,0,--,--,--,--,--,--,0,--,0,0,0,0,
其他应收款(万元),2253,2761,4863,2158,3059,810,1412,788,1818,1489,470,427,678,588,235,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
买入返售金融资产(万元),0,0,0,--,--,--,--,--,--,0,--,0,0,0,0,
存货(万元),69145,50314,41501,35923,38314,43886,41714,34795,31493,11535,6157,10176,6656,6120,5439,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
一年内到期的非流动资产(万元),0,0,0,--,--,--,--,--,--,0,--,0,0,0,0,
其他流动资产(万元),129,17204,61129,227,217,28219,204,--,--,0,--,0,0,0,0,
流动资产合计(万元),195692,191698,201225,147596,152689,153236,150045,131144,81784,46220,46073,30874,26135,17092,18033,
发放贷款及垫款(万元),0,--,0,--,--,--,0,--,--,0,--,0,0,0,0,
可供出售金融资产(万元),0,--,0,4576,6502,--,0,--,--,0,0,0,0,0,0,
持有至到期投资(万元),0,--,0,--,--,--,0,--,--,0,--,0,0,0,0,
长期应收款(万元),0,--,0,--,--,--,0,--,--,0,--,0,0,0,0,
长期股权投资(万元),0,--,0,--,--,9828,0,0,--,4115,--,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
投资性房地产(万元),801,874,4112,3506,3598,--,0,--,--,0,--,0,0,0,0,
