报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),29430,47714,33854,40933,31102,21280,34270,31310,30090,24458,15480,13981,10001,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收票据(万元),15304,16897,16884,14534,20088,18231,17447,14562,13118,11901,8643,6478,3566,
应收账款(万元),34645,28957,32166,38862,37511,41077,25649,19710,17124,14787,13299,11443,15019,
预付款项(万元),9414,5041,5325,4186,14411,7878,21368,14542,10861,2170,1722,5234,7379,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应收款(万元),2635,2145,2500,1329,2700,1314,1453,1602,556,215,175,1690,2500,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
存货(万元),49432,29148,32759,35249,29541,31229,36592,31141,19736,22891,21749,22685,15010,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他流动资产(万元),938,14454,23995,12109,117,--,--,--,--,0,--,--,--,
流动资产合计(万元),141798,144356,147483,147202,135470,121009,136778,112867,91486,76422,61069,61511,53474,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产原值(万元),284469,260274,253162,244946,242397,234440,233724,179179,140086,134567,134586,132348,125651,
累计折旧(万元),185464,173078,162258,150937,132965,116718,99126,83388,70991,58890,46844,34698,25689,
固定资产净值(万元),99005,87196,90904,94009,109432,117722,134597,95791,69095,75677,87742,97650,99962,
固定资产减值准备(万元),375,375,430,430,430,430,430,430,430,430,430,430,993,
固定资产(万元),98630,86821,90474,93579,109002,117293,134168,95361,68665,75247,87312,97220,98969,
在建工程(万元),12,7060,1881,121,519,1099,64,20766,25384,7874,81,--,4159,
工程物资(万元),94,1209,55,34,97,206,94,--,--,0,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
无形资产(万元),29500,29697,30033,23133,23664,25273,4859,3288,3355,1630,1671,367,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
长期待摊费用(万元),--,--,15,35,56,76,96,116,136,158,179,199,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
递延所得税资产(万元),2343,1661,1479,1211,1075,1161,1067,718,612,395,232,232,512,
其他非流动资产(万元),814,880,788,562,402,--,--,--,--,0,--,--,--,
非流动资产合计(万元),131394,127329,124725,118676,134815,145107,140349,120249,98153,85305,89476,98018,103640,
资产总计(万元),273193,271686,272207,265879,270284,266116,277127,233116,189639,161727,150544,159529,157114,
短期借款(万元),45712,45314,49700,52790,56072,48700,55834,59014,18241,21241,10000,12115,17200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付账款(万元),7356,8192,8735,7881,11099,10748,17404,13526,19072,6314,5761,6084,8592,
预收账款(万元),719,984,890,881,539,400,326,471,689,539,456,743,626,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付职工薪酬(万元),169,313,301,301,537,581,833,574,589,438,51,100,1540,
应交税费(万元),811,3423,5523,3546,3341,4191,1385,501,1653,3536,1730,2345,1838,
应付利息(万元),61,33,46,71,263,219,245,--,--,0,--,4,--,
应付股利(万元),--,--,--,--,--,109,--,237,1524,0,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应付款(万元),4399,2995,3247,3099,2162,2185,2179,4884,1952,3188,2264,3729,4250,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
