报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),17357,10067,9322,8080,3468,6335,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),--,--,50,--,--,116,
应收账款(万元),15382,18288,17619,16389,13040,12560,
预付款项(万元),940,1182,151,135,124,77,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),1186,229,210,371,308,287,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),4664,5829,5097,6493,7995,5976,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),12011,15007,1500,3,6703,3,
流动资产合计(万元),51540,50602,33949,31471,31638,25354,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),87,88,127,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),975,924,608,604,629,378,
固定资产原值(万元),7185,7313,7644,--,--,--,
累计折旧(万元),3687,3517,3294,--,--,--,
固定资产净值(万元),3498,3795,4351,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),3498,3795,4351,4448,4636,4591,
在建工程(万元),--,--,--,115,--,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),3438,3353,3399,2828,2880,2823,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),772,775,912,942,741,704,
其他非流动资产(万元),4041,4201,3117,3004,--,--,
非流动资产合计(万元),12811,13136,12513,11940,8887,8495,
资产总计(万元),64351,63738,46462,43410,40525,33850,
短期借款(万元),--,--,--,3000,1000,1000,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,768,610,2128,1551,2,
应付账款(万元),13842,14280,15100,11652,11598,7321,
预收账款(万元),478,250,316,284,253,852,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),688,623,549,506,557,479,
应交税费(万元),393,428,556,787,647,1021,
应付利息(万元),--,--,--,--,8,--,
应付股利(万元),--,--,--,--,3000,3000,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),2563,3570,3092,2228,3042,3267,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),17965,19919,20222,20585,21655,16942,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),1062,1206,1294,1226,664,640,
递延所得税负债(万元),51,39,37,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),1113,1245,1331,1226,664,640,
负债合计(万元),19078,21164,21553,21811,22319,17582,
实收资本(或股本)(万元),14003,9335,7000,7000,7000,7000,
资本公积(万元),15854,20521,8350,8343,8343,8343,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1825,1531,1228,918,566,330,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),12946,10993,8160,5338,2296,423,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),44672,42497,24850,21599,18206,16096,
少数股东权益(万元),601,76,59,--,--,172,
所有者权益(或股东权益)合计(万元),45273,42574,24908,21599,18206,16268,
负债和所有者权益(或股东权益)总计(万元),64351,63738,46462,43410,40525,33850,		
  
