报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),10224,78288,16488,19901,17862,14982,7720,14040,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),331,1512,105,1639,--,99,280,1650,
应收账款(万元),89632,53578,39692,39266,26450,20912,19495,6645,
预付款项(万元),1781,2072,755,135,1409,1899,2373,905,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),6642,1091,1416,310,127,73,607,112,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),23006,11426,12335,7603,12141,10371,10008,7035,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),6287,3215,1052,249,--,--,--,5,
流动资产合计(万元),137903,151182,71843,69102,57990,48336,40482,30392,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),268,168,174,250,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),57713,49717,34046,34472,25491,22782,--,--,
累计折旧(万元),9407,7685,6669,6649,5162,3441,--,--,
固定资产净值(万元),48306,42032,27377,27823,20330,19341,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),48306,42032,27377,27823,20330,19341,19884,17254,
在建工程(万元),61082,31796,21551,7211,6475,526,84,545,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),13950,11413,8613,8813,9012,3890,3983,4077,
开发支出(万元),--,--,111,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
