报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),32556,90091,132681,53861,38468,39806,39877,3926,7015,575,920,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),345,961,218,65,283,--,--,--,--,--,--,
应收账款(万元),172303,214970,184826,146192,17445,19320,19838,8550,10977,9698,8087,
预付款项(万元),1688,5907,62746,22974,1396,1700,706,942,351,97,485,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,249,266,579,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),42612,6761,4024,2774,3500,3213,951,1021,710,1142,926,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),44530,104366,92943,86805,46648,34888,27384,22413,21605,15578,13754,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,22,--,--,--,--,--,
其他流动资产(万元),12395,16957,16272,7644,2847,2694,2103,1494,2288,1604,1123,
流动资产合计(万元),306930,440013,493710,320315,110836,101908,91438,38346,42947,28694,25295,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,500,1000,500,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,3750,3750,--,145,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),310631,303515,266200,188685,7011,5363,4861,4539,2825,--,--,
累计折旧(万元),52926,44351,30759,10695,4186,2932,2374,1699,1221,--,--,
固定资产净值(万元),257705,259164,235441,177990,2825,2431,2487,2841,1603,--,--,
固定资产减值准备(万元),118,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),257587,259164,235441,177990,2825,2431,2487,2841,1603,789,445,
在建工程(万元),59079,35262,9011,492,3488,71,--,--,--,--,--,
工程物资(万元),10251,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),9601,8973,5098,5261,4989,6341,6503,6521,21,1,--,
