报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),81331,37377,36866,54514,81723,35064,33071,30279,28532,20976,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,9,--,--,--,--,375,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),11834,10269,9731,6342,6541,7085,6502,5208,4637,3533,
应收账款(万元),15565,14379,21271,24534,31375,31460,24374,16924,13560,14595,
预付款项(万元),1935,1318,649,1807,1320,976,1501,1439,755,715,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,5,138,135,848,65,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),894,738,1220,845,1137,2542,1851,1510,726,594,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),1301,1037,783,799,848,695,747,1315,1449,959,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),24713,39946,27174,11707,1216,--,--,--,--,--,
流动资产合计(万元),137573,105069,97832,100683,125019,77888,68046,56674,49659,41749,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,2000,1100,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),6171,563,183,148,216,94,43,197,284,298,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),91080,52719,52288,13488,13138,13780,14359,13619,13552,13215,
累计折旧(万元),10813,7305,5699,4692,4599,4424,4038,3435,3047,2611,
固定资产净值(万元),80267,45413,46589,8797,8539,9356,10322,10183,10505,10603,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),80267,45413,46589,8797,8539,9356,10322,10183,10505,10603,
在建工程(万元),--,26847,14866,27674,259,65,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),12329,12724,11843,10397,9394,9643,9911,9458,9789,9613,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,550,1019,1019,1019,--,--,--,
长期待摊费用(万元),154,228,314,302,279,253,386,568,731,535,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),4769,5995,5912,4448,2828,2217,1573,1544,1564,1445,
其他非流动资产(万元),1700,1029,682,2071,28,30,--,--,--,--,
非流动资产合计(万元),105390,92799,80389,54388,22562,22676,23253,21951,24873,23595,
资产总计(万元),242963,197868,178221,155071,147581,100563,91299,78625,74533,65344,
短期借款(万元),60068,21890,17192,8838,4823,5090,5393,--,--,28798,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),11,34,--,--,2,225,131,158,136,291,
应付账款(万元),9606,8802,7592,6523,6763,7305,7136,6106,5170,4526,
预收账款(万元),15934,14291,11164,9260,7663,8375,8813,7500,8139,5914,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),20193,16672,12948,11053,7229,9619,9330,11165,9157,8329,
应交税费(万元),1979,8470,7000,5809,6108,6472,5069,4052,2825,1658,
应付利息(万元),18,--,--,--,--,--,--,--,--,--,
应付股利(万元),0,1522,0,0,0,0,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1566,2149,4336,240,198,246,250,198,280,4437,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,2080,2170,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),109376,73829,60233,41723,32786,37331,36120,31260,27878,53953,
长期借款(万元),--,--,--,--,--,--,--,3120,10611,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),18,358,283,--,78,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),26,4,--,53,42,48,--,25,18,6,
其他非流动负债(万元),--,--,--,--,--,210,236,--,--,--,
非流动负债合计(万元),43,362,283,53,121,258,236,3145,10630,6,
负债合计(万元),109419,74191,60516,41777,32906,37589,36356,34406,38507,53959,
实收资本(或股本)(万元),26466,26471,26343,20075,15442,9000,9000,9000,8824,6787,
