报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),102802,177489,169476,52847,148014,32847,25072,13792,19195,11763,18815,5851,10791,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融资产(万元),--,13538,--,--,--,49,96,46,100,0,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收票据(万元),379,703,1651,681,12241,737,622,893,211,659,1823,187,4006,
应收账款(万元),27500,29058,24079,3408,8403,3731,2789,4105,7765,6982,43440,40314,38101,
预付款项(万元),2077,1008,10155,7752,23016,29549,28265,29111,67898,17329,3928,2762,3973,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收股利(万元),--,--,3000,--,--,--,--,--,--,0,--,--,0,
其他应收款(万元),106045,106995,82407,3612,7378,7257,23046,13609,4853,11364,1923,1697,1175,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
存货(万元),99073,108991,163207,252632,175838,165189,104216,118591,78026,61620,52307,37446,26027,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
一年内到期的非流动资产(万元),14398,16023,--,--,--,--,--,--,--,0,--,--,--,
其他流动资产(万元),50855,30033,23641,7769,49,--,--,--,--,0,155,135,97,
流动资产合计(万元),403130,483837,477616,328701,374938,239359,184105,180147,178049,109716,122391,88393,84170,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
可供出售金融资产(万元),1421,1421,701,701,701,--,--,--,--,0,632,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
长期应收款(万元),31371,32340,3586,43772,33987,--,--,--,--,0,--,--,--,
长期股权投资(万元),79,67,85,88,181,969,18279,11102,13385,12345,2786,2848,3420,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
投资性房地产(万元),2934,3042,--,4430,--,--,--,--,--,0,--,0,0,
固定资产原值(万元),67626,52227,75579,26429,21476,22366,26933,22764,24698,23382,47409,45537,47045,
累计折旧(万元),20115,13442,29253,5515,7958,7656,9610,8710,8713,7681,13566,11274,9344,
固定资产净值(万元),47511,38785,46326,20915,13517,14710,17322,14054,15985,15701,33843,34263,37701,
固定资产减值准备(万元),--,435,73,1379,354,392,1269,915,930,942,942,942,942,
固定资产(万元),47076,38350,46252,19535,13164,14318,16053,13139,15055,14760,32902,33321,36759,
在建工程(万元),21462,6707,13567,10934,13172,2607,267,4086,4550,4357,4052,4315,3392,
工程物资(万元),--,--,--,--,--,--,--,--,--,452,411,536,555,
固定资产清理(万元),3256,10119,--,--,--,--,--,--,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
无形资产(万元),14510,19102,13770,13435,13828,6567,6347,710,1088,1144,2245,2623,2305,
开发支出(万元),2219,1518,715,221,--,60,101,86,41,41,--,0,--,
商誉(万元),21165,113686,138423,1037,1037,--,--,--,--,0,--,--,--,
长期待摊费用(万元),2078,2192,3528,326,292,50,70,89,113,126,567,584,178,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
递延所得税资产(万元),2753,1729,361,178,220,163,146,217,172,288,153,248,285,
其他非流动资产(万元),8480,13089,15149,5841,2519,--,--,--,--,0,--,--,--,
非流动资产合计(万元),158801,243364,236136,100497,79101,24733,41263,29428,34404,33513,43748,44477,46895,
资产总计(万元),561931,727201,713752,429199,454040,264092,225368,209575,212452,143229,166139,132869,131065,
短期借款(万元),9000,13271,9020,12000,36785,31270,34083,24690,18750,14300,28206,23660,21000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付票据(万元),7030,1640,5800,7153,18243,24333,12800,8800,17225,6286,8391,3880,5721,
应付账款(万元),11044,20391,8049,10347,21909,8956,3013,3196,15990,20847,53754,41708,41064,
预收账款(万元),12328,17845,37445,42453,21042,21533,33824,31479,15614,6321,3361,1730,733,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付职工薪酬(万元),1644,678,452,180,182,205,99,108,306,424,1746,1265,2198,
应交税费(万元),16409,16563,13881,7868,4286,3222,1436,2896,4146,3009,465,1515,1302,
应付利息(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付股利(万元),329,--,--,--,--,--,--,--,--,0,77,71,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应付款(万元),12866,5230,5795,7360,27035,13343,10131,12452,28655,9465,5030,4636,5908,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
一年内到期的非流动负债(万元),3861,6333,9869,28172,27300,400,19218,11000,480,1100,400,1360,2025,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,
流动负债合计(万元),74511,81951,90311,115533,156781,103262,114606,94622,101165,61751,101431,79826,79951,
长期借款(万元),14012,17836,8980,35380,36629,40100,7000,22450,35430,12680,3080,1480,2840,
