报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),21718,15762,6164,9234,5822,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),21956,--,--,--,10550,
应收账款(万元),380,--,--,--,1477,
预付款项(万元),1897,1413,1678,2297,2528,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),18,--,--,--,20,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),19518,14299,15459,17392,11032,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),6157,6000,5500,4149,--,
流动资产合计(万元),71644,52023,35366,39399,31429,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),74257,74261,74918,71769,--,
累计折旧(万元),50075,45749,41665,36169,--,
固定资产净值(万元),24183,28512,33253,35600,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),24183,28512,33253,35600,38353,
在建工程(万元),--,--,--,1883,1213,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),3211,2175,2229,2189,2240,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),16,39,57,21,13,
其他非流动资产(万元),--,705,707,261,874,
非流动资产合计(万元),27410,31431,36245,39954,42692,
资产总计(万元),99054,83454,71611,79353,74122,
短期借款(万元),--,4500,6500,9500,18000,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),11415,--,--,--,--,
应付账款(万元),2305,--,--,--,3724,
预收账款(万元),2951,3591,3643,1372,1448,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),2106,1601,1269,1385,940,
应交税费(万元),399,534,1116,719,688,
应付利息(万元),--,--,--,--,30,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),10,--,--,--,22,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,
其他流动负债(万元),1107,1107,1107,1107,1107,
流动负债合计(万元),20292,18976,16842,19884,25960,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),--,1107,2215,3322,4430,
递延所得税负债(万元),--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),0,1107,2215,3322,4430,
负债合计(万元),20292,20083,19057,23206,30389,
实收资本(或股本)(万元),8920,8920,8920,8920,8920,
资本公积(万元),20608,20608,20608,20608,20608,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),7945,6406,5056,4417,2655,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),41289,27437,17969,22202,11549,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),78762,63371,52553,56147,43733,
少数股东权益(万元),--,--,--,--,--,
所有者权益(或股东权益)合计(万元),78762,63371,52553,56147,43733,
负债和所有者权益(或股东权益)总计(万元),99054,83454,71611,79353,74122,		
  
