报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),58110,11426,10447,1860,2261,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),14075,--,--,--,7419,
应收账款(万元),38809,--,--,--,5281,
预付款项(万元),1816,10,27,18,8,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),274,--,--,--,329,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),19604,16006,7769,6714,3378,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),485,702,68,76,61,
流动资产合计(万元),133172,59588,38154,24682,18737,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),18534,10729,--,--,--,
累计折旧(万元),3490,2077,--,--,--,
固定资产净值(万元),15043,8652,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),15043,8652,4677,4099,3260,
在建工程(万元),--,--,--,190,7,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),1512,850,861,27,17,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),447,509,349,182,24,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),383,183,111,82,30,
其他非流动资产(万元),935,980,113,59,175,
非流动资产合计(万元),18320,11174,6110,4638,3513,
资产总计(万元),151492,70762,44265,29320,22250,
短期借款(万元),1100,1326,1608,2114,2557,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),28583,--,--,--,3739,
应付账款(万元),33063,--,--,--,6424,
预收账款(万元),--,5,--,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),3849,2760,1386,976,594,
应交税费(万元),1147,1492,1253,938,201,
应付利息(万元),2,--,--,--,4,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),2693,--,--,--,4174,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,140,218,--,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),70437,41229,23829,19803,17693,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,1209,1898,1507,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),1214,862,460,516,408,
递延所得税负债(万元),--,0,0,0,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),1214,862,1668,2414,1915,
负债合计(万元),71650,42091,25498,22216,19608,
实收资本(或股本)(万元),7266,5450,5450,4211,1000,
资本公积(万元),41545,8361,8361,1900,117,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),3167,1490,496,249,152,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),27866,13371,4463,747,1374,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),79842,28671,18767,7104,2642,
少数股东权益(万元),--,--,--,--,--,
所有者权益(或股东权益)合计(万元),79842,28671,18767,7104,2642,
负债和所有者权益(或股东权益)总计(万元),151492,70762,44265,29320,22250,		
  
