报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),37026,33936,20082,15164,14483,12335,8345,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,
应收账款(万元),231,239,264,404,195,275,319,
预付款项(万元),1189,1352,1448,426,1148,205,638,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),20,70,8,30,97,109,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),56,53,286,341,262,76,122,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),16800,7857,6084,8206,9320,7714,3252,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),5129,4208,5736,6073,--,--,--,
流动资产合计(万元),60451,47715,33908,30644,25504,20713,12676,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),1025,1020,1168,1111,1039,889,571,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),286,400,404,418,432,--,--,
固定资产原值(万元),39556,36016,27454,--,19004,17760,14764,
累计折旧(万元),9404,7521,6074,--,4099,3161,2178,
固定资产净值(万元),30152,28495,21381,--,14905,14599,12587,
固定资产减值准备(万元),--,--,--,--,--,--,--,
