报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),17461,16420,18091,28832,16102,15817,18425,45429,52809,14835,4103,7793,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,--,
交易性金融资产(万元),158,527,--,--,--,--,--,--,--,0,0,93,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,--,
应收票据(万元),--,--,--,--,127,585,89,--,--,0,0,247,
应收账款(万元),5221,19692,29601,50956,54104,66965,53643,43020,29429,17196,21674,15635,
预付款项(万元),1427,91,309,652,577,1688,3037,4658,1079,3895,650,537,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,--,
应收利息(万元),3,8,0,6,--,7,56,133,--,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,0,--,
其他应收款(万元),3599,89,2063,1803,3500,1713,1697,2336,1148,712,868,348,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,--,
存货(万元),3210,--,20942,17403,31135,38628,52539,49489,27693,20270,11273,6535,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,--,
一年内到期的非流动资产(万元),871,661,--,--,--,--,--,--,--,0,0,--,
其他流动资产(万元),214,96,96,--,347,303,--,--,--,0,0,--,
流动资产合计(万元),32165,37583,71103,99652,105892,125707,129486,145065,112159,56908,38568,31188,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
可供出售金融资产(万元),--,--,0,1885,--,--,--,--,--,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,0,--,
长期应收款(万元),121,993,--,--,--,--,--,--,--,0,0,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,494,508,523,0,--,
固定资产原值(万元),352,231,5784,6207,8367,12539,12423,7643,4182,2569,2793,2317,
累计折旧(万元),166,57,5097,5240,5438,5297,3891,2513,1802,1396,1001,573,
固定资产净值(万元),186,174,688,967,2929,7242,8532,5130,2379,1173,1793,1744,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,--,
固定资产(万元),186,174,688,967,2929,7242,8532,5130,2379,1173,1793,1744,
在建工程(万元),--,--,--,--,--,--,--,--,--,0,0,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,--,
无形资产(万元),255,56,445,173,712,3034,3483,1956,1792,671,372,218,
开发支出(万元),--,--,0,640,1623,2543,3161,1653,1176,688,316,121,
商誉(万元),10083,--,--,--,--,--,--,--,--,0,0,--,
长期待摊费用(万元),--,36,8,27,72,199,97,97,146,326,405,1,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,--,
递延所得税资产(万元),530,119,0,797,1574,1647,764,509,197,117,143,60,
其他非流动资产(万元),30,27,445,445,436,--,--,--,--,0,0,--,
非流动资产合计(万元),11206,1404,1585,4934,7345,14666,16037,9839,6198,3498,3029,2145,
资产总计(万元),43371,38987,72689,104586,113237,140373,145523,154904,118356,60406,41597,33333,
短期借款(万元),--,2320,10500,28526,23839,24328,19877,21023,5650,12566,5405,4671,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,--,
