报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),10202,22398,7927,10145,15880,10404,7503,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),16897,11132,5018,4873,3761,3617,3197,
应收账款(万元),25183,22489,18308,15373,14565,12432,15188,
预付款项(万元),252,260,236,260,109,149,300,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,738,--,--,
其他应收款(万元),310,182,11,3,237,117,48,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),8911,6319,4977,4007,3470,4089,4494,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),916,74,486,546,--,--,176,
流动资产合计(万元),62671,62853,36962,35208,38760,30808,30907,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),1885,1628,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),56328,26466,24228,18488,--,--,--,
累计折旧(万元),19800,8983,6756,4904,--,--,--,
固定资产净值(万元),36528,17483,17472,13584,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),36528,17483,17472,13584,6876,6769,7359,
在建工程(万元),3155,4160,897,2863,3188,1211,191,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),5663,2296,2450,2598,2314,2431,2551,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),2358,--,--,--,--,--,--,
长期待摊费用(万元),50,--,--,--,--,50,70,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),830,384,432,572,396,278,243,
其他非流动资产(万元),5716,2412,184,68,1703,1480,2904,
非流动资产合计(万元),56185,28363,21435,19686,14477,12219,13317,
资产总计(万元),118857,91216,58397,54894,53237,43027,44224,
短期借款(万元),17330,18768,5820,5900,8718,3212,6841,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
