报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),119103,122636,226721,52352,44566,36714,29134,13741,14347,32795,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,33,--,--,501,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1267,5638,3401,9297,605,867,370,640,514,294,
应收账款(万元),308755,335510,299209,174360,98719,63830,32251,16435,11715,8616,
预付款项(万元),15421,32815,75804,29790,14181,861,1481,3449,2217,2294,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),23247,11678,6703,6648,1597,1924,2145,578,537,919,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),35140,74528,45570,49798,32203,31305,15725,13174,7600,5587,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),50889,3290,315,--,--,--,--,--,--,--,
其他流动资产(万元),45502,41120,34827,3944,313,2175,20,23,20,--,
流动资产合计(万元),599324,627215,692551,326188,214263,137677,81158,48040,36950,51004,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),51056,35992,10145,--,--,--,--,--,--,500,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),50121,3867,1758,--,--,--,--,--,--,--,
长期股权投资(万元),16059,9940,4853,11787,3500,--,--,--,--,600,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2538,4031,--,--,--,--,--,--,--,--,
固定资产原值(万元),453379,302566,173118,49815,33285,22271,19861,--,--,--,
累计折旧(万元),44333,19129,9225,9191,6904,5291,4401,--,--,--,
固定资产净值(万元),409045,283437,163893,40624,26382,16980,15460,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),409045,283437,163893,40624,26382,16980,15460,15157,14198,10990,
在建工程(万元),13327,80156,24787,47842,62,6669,361,--,--,1313,
工程物资(万元),--,103,--,7780,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),14535,15170,5472,5560,5632,6625,5716,5878,5149,5261,
开发支出(万元),--,--,31,155,--,--,--,--,--,--,
商誉(万元),1679,1679,338,--,--,--,--,--,--,--,
长期待摊费用(万元),2169,1004,884,265,133,142,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3424,2496,2297,1656,1415,790,514,120,84,135,
其他非流动资产(万元),32123,9940,9827,1858,811,272,--,--,--,--,
非流动资产合计(万元),596078,447815,224286,117527,37934,31478,22052,21156,19431,18800,
资产总计(万元),1195402,1075030,916837,443715,252197,169155,103209,69196,56381,69805,
短期借款(万元),138695,80010,11500,3000,--,--,--,238,92,17169,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),217311,255141,338228,171063,64867,43476,19364,3663,5610,3974,
应付账款(万元),100589,107533,68575,78708,27956,21202,9808,8124,6399,5055,
预收账款(万元),24015,14931,17708,5801,6687,3571,2230,2585,2412,1184,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1855,1917,1279,1549,1589,1007,714,586,422,277,
应交税费(万元),3367,3211,5558,2756,2164,1294,1234,1212,1538,990,
