报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),14692,9205,5210,7735,11778,14533,21711,32494,2343,1397,6582,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3540,757,1341,1789,2317,2605,1903,243,571,162,160,
应收账款(万元),37423,19466,17353,16427,14280,14751,12014,9680,5795,4544,3537,
预付款项(万元),1831,1819,1022,1678,1536,959,1180,1209,1239,1558,551,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),0,7,--,36,13,17,72,199,--,--,35,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),678,180,251,242,208,151,469,83,531,516,250,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),56884,39588,35673,33728,27999,24461,19946,19815,9959,6988,6683,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),495,115,10,276,174,--,--,144,--,--,--,
流动资产合计(万元),115543,71137,60861,61912,58305,57477,57293,63867,20438,15167,17798,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),3598,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,154,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),293,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),87922,58893,55702,48347,40924,33308,26835,22243,16783,14329,12465,
累计折旧(万元),38667,27663,23256,17240,13428,10496,7915,6117,4779,3549,2507,
固定资产净值(万元),49256,31230,32446,31107,27496,22812,18920,16126,12003,10780,9958,
固定资产减值准备(万元),186,186,186,--,--,--,--,--,--,--,--,
固定资产(万元),49069,31044,32260,31107,27496,22812,18920,16126,12003,10780,9958,
在建工程(万元),1050,425,330,2343,3153,2456,822,393,65,5,64,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7720,4918,5125,4444,4600,4698,2034,1773,1286,1280,1293,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),12032,1097,1097,155,155,155,--,--,--,--,--,
长期待摊费用(万元),1412,607,399,87,73,7,198,30,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),854,340,271,351,204,148,108,61,50,31,19,
其他非流动资产(万元),1513,5650,540,934,1003,2110,--,--,--,--,--,
非流动资产合计(万元),77539,44081,40023,39574,36684,32386,22082,18383,13404,12096,11334,
资产总计(万元),193082,115218,100884,101486,94988,89863,79376,82250,33841,27263,29133,
短期借款(万元),50778,21256,15740,23948,17316,14996,7909,8200,8753,4548,9243,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),825,3915,1100,3163,3434,3598,1321,1050,485,820,244,
