报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),37622,23436,22999,35202,66835,43299,160215,186695,19208,22711,19959,34202,
结算备付金(万元),--,--,--,--,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,--,--,--,14,7,--,--,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,--,
应收票据(万元),20,--,--,--,180,488,200,25,240,0,94,--,
应收账款(万元),17973,18974,14996,12333,9629,8840,8800,8597,4163,3696,5009,2301,
预付款项(万元),1635,9231,2498,9387,6575,7457,11716,6109,4575,2586,11385,5291,
应收保费(万元),--,--,--,--,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,0,0,0,--,
应收利息(万元),99,132,28,171,1343,341,653,791,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,0,0,0,--,
其他应收款(万元),352,1080,1336,4818,2108,670,923,336,262,190,2880,3030,
应收出口退税(万元), --,--,--,--,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,--,
存货(万元),120914,106871,108585,118304,95051,83296,52777,58693,53117,31439,45962,55085,
待摊费用(万元),--,--,--,--,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,2891,--,0,0,0,--,
其他流动资产(万元),163915,135150,113446,130560,94816,103001,10000,52,0,0,0,--,
流动资产合计(万元),342529,294874,263888,310774,276551,247399,248174,261300,81566,60621,85289,99909,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,3245,--,--,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,0,0,0,--,
长期股权投资(万元),15655,17792,5778,13992,11965,11193,11503,--,0,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,0,0,0,--,
固定资产原值(万元),153580,149167,144461,128142,117380,90088,51995,46098,36195,33996,0,--,
累计折旧(万元),51792,47617,38458,29951,26447,21015,17365,13915,11376,8895,0,--,
固定资产净值(万元),101788,101550,106003,98191,90933,69073,34630,32183,24820,25101,0,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,0,0,0,--,
固定资产(万元),101788,101550,106003,98191,90933,69073,34630,32183,24820,25101,20915,15535,
在建工程(万元),16054,13804,6442,3847,18793,25888,20107,4916,4641,326,759,1327,
工程物资(万元),--,--,--,--,--,--,--,--,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,0,0,--,
生产性生物资产(万元),--,2763,2579,2053,274,--,--,--,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,0,0,0,--,
无形资产(万元),25586,25763,25758,17654,18527,17392,10936,9849,8901,9114,6147,3424,
开发支出(万元),--,--,--,--,--,--,--,--,0,0,0,--,
商誉(万元),--,2588,2646,2646,3128,4128,--,--,0,0,0,--,
长期待摊费用(万元),1024,1217,1373,1053,1262,1419,1126,716,340,42,64,59,
