报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),21542,26483,23761,12197,11230,13064,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),8687,2801,2751,1701,1663,1328,
应收账款(万元),49650,39160,14505,13055,15163,10561,
预付款项(万元),1401,1398,464,367,477,340,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),302,204,61,77,1429,205,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),15902,10457,10869,10155,7449,5202,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),5487,19325,13,18,26,11,
流动资产合计(万元),102969,99829,52423,37570,37438,30712,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),199,198,157,184,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),16532,14103,13344,--,--,--,
累计折旧(万元),5772,4767,3946,--,--,--,
固定资产净值(万元),10760,9336,9398,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),10760,9336,9398,9644,9846,9893,
在建工程(万元),--,19,14,--,--,5,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),1230,1196,1000,923,944,984,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),326,168,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),852,584,433,534,261,431,
其他非流动资产(万元),--,--,--,--,--,--,
非流动资产合计(万元),13367,11502,11003,11285,11051,11314,
资产总计(万元),116336,111331,63427,48855,48489,42025,
短期借款(万元),--,20,10400,12500,12800,11171,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),160,--,--,--,--,--,
应付账款(万元),12565,7402,5764,4811,5974,4431,
预收账款(万元),1746,1193,841,807,636,737,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),2809,2076,2379,1890,1261,1666,
应交税费(万元),3215,3765,3704,1348,2240,1665,
应付利息(万元),--,0,18,38,22,20,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),408,330,105,3007,1578,303,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),457,7,7,7,--,--,
流动负债合计(万元),21361,14793,23219,24409,24511,19993,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,110,357,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),177,183,92,41,3,--,
长期递延收益(万元),169,176,184,191,--,--,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),346,360,275,232,113,357,
负债合计(万元),21707,15153,23495,24641,24624,20350,
实收资本(或股本)(万元),25333,16800,12600,1335,1335,1335,
资本公积(万元),44215,51440,8374,--,6,6,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1915,1466,623,--,668,668,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),23166,26471,18335,22879,19599,18192,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),94629,96177,39932,24214,21607,20201,
少数股东权益(万元),--,--,--,--,2257,1475,
所有者权益(或股东权益)合计(万元),94629,96177,39932,24214,23865,21676,
负债和所有者权益(或股东权益)总计(万元),116336,111331,63427,48855,48489,42025,		
  
