报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),18703,4966,6954,6989,7283,6987,14071,12717,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),2278,2860,2399,3617,4918,10621,3159,1557,
应收账款(万元),42491,35601,29578,20177,20416,16676,12957,9753,
预付款项(万元),2210,4561,1518,784,936,1991,1119,866,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),1724,781,784,788,701,824,549,853,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),41478,40375,34941,23100,21837,21526,19535,21649,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),8219,27003,26628,6000,8000,53,678,312,
流动资产合计(万元),117103,116149,102803,61456,64091,58678,52069,47707,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),7069,3774,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),58123,55873,43284,34662,34622,33059,--,--,
累计折旧(万元),20295,18565,16879,12782,11681,10533,--,--,
固定资产净值(万元),37828,37308,26405,21880,22941,22525,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),37828,37308,26405,21880,22941,22525,22572,20428,
在建工程(万元),794,463,5754,668,--,816,563,2645,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),8013,8195,8404,6876,6988,7128,7283,7420,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),51700,51700,51700,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),2172,1715,1247,620,289,270,194,145,
其他非流动资产(万元),432,698,5181,1928,929,10,11,12,
非流动资产合计(万元),108008,103853,98692,31973,31147,30749,30623,30650,
资产总计(万元),225111,220001,201496,93429,95238,89427,82692,78358,
短期借款(万元),8999,9600,1500,16800,11200,21219,19500,7400,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),7116,10811,1793,1028,6253,9710,10116,12760,
应付账款(万元),13334,11650,11265,8702,8246,9902,9808,9693,
预收账款(万元),5986,11145,11782,4037,7420,7113,6887,11730,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2539,1516,1378,302,298,232,210,628,
应交税费(万元),887,931,559,836,781,185,16,252,
应付利息(万元),13,12,1,23,20,37,34,24,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),5236,401,1648,767,591,453,324,361,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
