报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),28720,10035,17605,19970,21414,17086,12099,10802,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),419,1945,414,976,1220,704,365,706,
应收账款(万元),51294,28093,22800,20595,21473,11862,11332,8018,
预付款项(万元),3880,3094,2088,1191,1335,815,969,727,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),4615,768,789,738,359,328,199,176,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),34373,7387,6909,4046,2809,2558,2690,2672,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),602,301,292,1104,200,--,--,--,
流动资产合计(万元),123902,51624,50896,48620,48810,33353,27655,23102,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),27482,11227,9401,7468,5599,4744,--,--,
累计折旧(万元),4182,4241,3256,2529,1758,1171,--,--,
固定资产净值(万元),23300,6986,6144,4939,3840,3572,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),23300,6986,6144,4939,3840,3572,2275,1882,
在建工程(万元),79921,69268,32361,2345,707,15,--,69,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),64685,84668,86306,88525,5946,1837,1830,1816,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),385,385,385,385,--,--,--,--,
长期待摊费用(万元),840,565,531,515,628,1015,1105,902,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),846,473,223,188,193,180,98,56,
其他非流动资产(万元),7713,9153,2408,4792,1485,1279,--,--,
非流动资产合计(万元),177691,171499,128359,101689,12799,7898,5307,4725,
资产总计(万元),301593,223122,179255,150309,61609,41251,32962,27827,
短期借款(万元),48000,28800,30000,49642,19660,8500,4032,5000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),1815,1964,5029,2941,6327,2970,2945,586,
应付账款(万元),26484,20402,13174,5520,6145,3407,2891,4506,
预收账款(万元),3212,2566,1072,276,130,63,710,115,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1372,1052,1114,956,994,765,598,396,
应交税费(万元),6476,1717,1064,421,246,477,897,916,
应付利息(万元),133,74,27,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),30640,33351,24311,39049,171,234,188,106,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),1100,200,--,--,--,--,--,1300,
其他流动负债(万元),--,--,--,--,--,--,32,--,
流动负债合计(万元),119231,90125,75793,98805,33673,16416,12293,12927,
长期借款(万元),71632,76945,50307,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),6327,6323,6430,5555,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),2872,2841,2937,--,3034,1350,1150,--,
非流动负债合计(万元),80832,86109,59674,5555,3034,1350,1150,0,
负债合计(万元),200063,176234,135467,104360,36708,17766,13443,12927,
实收资本(或股本)(万元),15460,14285,14048,14048,5268,5268,5268,5268,
资本公积(万元),56983,14233,9254,9254,2537,2537,2537,2537,
减:库存股(万元),3659,4339,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),4630,4108,3331,2784,2307,1948,1432,854,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),27754,21298,17677,17556,14789,13731,10282,6241,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),101169,49585,44311,43642,24902,23485,19519,14900,
少数股东权益(万元),362,-2697,-523,2307,--,--,--,--,
所有者权益(或股东权益)合计(万元),101530,46889,43788,45949,24902,23485,19519,14900,
负债和所有者权益(或股东权益)总计(万元),301593,223122,179255,150309,61609,41251,32962,27827,		
  
