报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),852761,1062692,613787,572584,372151,388403,384554,362388,285955,231180,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),23626,--,--,--,--,--,--,--,--,1,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,300,90,220,3897,1073,170,793,--,--,
应收账款(万元),168792,116743,79981,92148,57375,33679,28229,48605,6733,4792,
预付款项(万元),31944,26778,16484,9288,17259,17794,12619,12258,10456,21452,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),9685,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),183917,173450,97868,50705,42349,34556,127139,87925,175320,105868,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),25135,12029,4542,3511,3849,5716,1057,450,177429,3957,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),31495,12000,4500,7000,7000,--,--,--,--,--,
其他流动资产(万元),163793,52758,62356,52291,9286,10232,33497,--,10417,--,
流动资产合计(万元),1571859,1456749,879608,787747,513167,491453,587266,512419,666309,367250,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,306245,54440,40293,19231,--,3345,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),179516,130179,82766,39045,37236,--,--,--,--,--,
长期股权投资(万元),302610,161382,101265,80429,79170,54125,79176,32376,92432,13753,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),7853300,7083100,6694800,6136100,5511700,--,5119500,--,--,--,
固定资产原值(万元),45958,39288,38316,35011,33073,1277611,--,--,609872,423437,
累计折旧(万元),26716,23402,24149,21234,17809,219356,--,--,91157,60839,
固定资产净值(万元),19242,15886,14166,13777,15264,1058255,--,--,518715,362598,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,8364,8364,
固定资产(万元),19242,15886,14166,13777,15264,1058255,17001,645336,510350,354233,
在建工程(万元),8487,6610,6598,2416,1657,268007,1926,258718,95260,77516,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),46083,45862,42885,53927,54892,875490,1247,646341,286534,294602,
开发支出(万元),--,2942,3897,--,--,--,--,--,--,--,
商誉(万元),1659,1659,1659,1659,--,--,--,--,28944,28944,
