报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),12377,6508,1509,2680,604,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),2971,8638,--,477,660,
应收账款(万元),29761,22915,--,9400,7476,
预付款项(万元),452,493,835,409,434,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),95,901,--,338,1307,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),7098,6783,5912,3626,3323,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),108,88,88,--,--,
其他流动资产(万元),519,415,358,13,2,
流动资产合计(万元),53380,46740,28737,16944,13806,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,127,212,293,360,
长期股权投资(万元),--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),10124,9579,--,--,--,
累计折旧(万元),4977,4261,--,--,--,
固定资产净值(万元),5146,5317,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),5146,5317,--,4618,4996,
在建工程(万元),--,--,--,291,675,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),2407,1219,1254,1255,1284,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),698,817,797,757,321,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),307,304,268,214,195,
其他非流动资产(万元),3,66,116,9,--,
非流动资产合计(万元),8669,7849,8066,7438,7830,
资产总计(万元),62049,54589,36802,24382,21636,
短期借款(万元),4800,4700,4500,3920,2120,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),2016,7005,--,2085,200,
应付账款(万元),16486,11837,--,5333,4741,
预收账款(万元),607,353,236,214,319,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),773,776,512,275,108,
应交税费(万元),677,727,1582,1285,712,
应付利息(万元),7,5,--,--,81,
应付股利(万元),--,--,--,--,145,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),31,39,--,528,3875,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,170,330,330,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),25397,25441,19569,13970,12630,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,170,500,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),883,1005,1168,1226,1081,
递延所得税负债(万元),29,17,11,4,7,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),912,1022,1178,1400,1588,
负债合计(万元),26309,26463,20747,15370,14218,
实收资本(或股本)(万元),6668,6668,6000,5600,5600,
资本公积(万元),15145,15145,9968,7168,7168,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),2230,1524,885,885,885,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),11694,4771,-802,-4641,-6234,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),35736,28107,16051,9012,7419,
少数股东权益(万元),3,19,4,-1,--,
所有者权益(或股东权益)合计(万元),35739,28127,16055,9012,7419,
负债和所有者权益(或股东权益)总计(万元),62049,54589,36802,24382,21636,		
  
