报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),22566,24232,29195,10296,8072,9511,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),1298,--,--,--,979,2169,
应收账款(万元),35833,--,--,--,13078,7488,
预付款项(万元),306,453,328,268,1161,1401,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),2983,--,--,--,2256,3604,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),7764,8827,6734,7999,9889,10802,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),208,392,413,385,55,46,
流动资产合计(万元),70959,65292,58843,37016,35492,35020,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),381,279,267,225,153,164,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),33349,32130,7890,1479,--,--,
累计折旧(万元),3757,2019,1000,742,--,--,
固定资产净值(万元),29593,30111,6890,737,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),29593,30111,6890,737,831,625,
在建工程(万元),--,51,16861,10100,3519,274,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),4017,4134,4184,3855,3925,3927,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),54,54,54,--,--,--,
长期待摊费用(万元),139,140,51,54,45,23,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),802,572,349,321,211,142,
其他非流动资产(万元),86,38,31,7553,2390,--,
非流动资产合计(万元),35171,35378,28687,22844,11075,5155,
资产总计(万元),106131,100670,87530,59861,46567,40174,
短期借款(万元),--,--,--,--,649,587,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),775,--,--,--,--,130,
应付账款(万元),4126,--,--,--,1735,2684,
预收账款(万元),3649,5073,5685,8559,12791,10482,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1054,1173,1481,1814,252,1536,
应交税费(万元),2641,3156,2454,1639,2530,3530,
应付利息(万元),3,--,--,--,2,1,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),3412,--,--,--,2266,3556,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),1856,5503,2751,551,--,--,
其他流动负债(万元),2316,1103,641,--,--,--,
流动负债合计(万元),19833,23724,16968,17362,20224,22505,
长期借款(万元),--,2199,7702,10453,3390,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,1,1,--,--,
专项应付款(万元),--,--,--,--,1,5,
预计非流动负债(万元),272,253,243,276,269,231,
长期递延收益(万元),1534,1563,491,333,--,--,
递延所得税负债(万元),26,33,41,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),1832,4048,8477,11063,3660,236,
负债合计(万元),21665,27772,25445,28425,23884,22742,
实收资本(或股本)(万元),38336,38336,38336,5000,5000,5000,
资本公积(万元),13868,13913,14354,--,--,--,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),3357,2390,1951,61,57,--,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),28365,17781,7329,26484,17476,10552,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),83926,72421,61970,31545,22533,15552,
少数股东权益(万元),539,477,116,-109,150,1881,
所有者权益(或股东权益)合计(万元),84465,72898,62085,31436,22683,17432,
负债和所有者权益(或股东权益)总计(万元),106131,100670,87530,59861,46567,40174,		
  
