报告日期,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),35168,23961,14399,9132,
结算备付金(万元),0,--,--,0,
拆出资金(万元),0,--,--,0,
交易性金融资产(万元),0,--,--,0,
衍生金融资产(万元),0,--,--,0,
应收票据(万元),16941,13344,19534,5939,
应收账款(万元),16809,11814,16270,23544,
预付款项(万元),4019,7171,5948,6891,
应收保费(万元),0,--,--,0,
应收分保账款(万元),0,--,--,0,
应收分保合同准备金(万元),0,--,--,0,
应收利息(万元),0,--,--,0,
应收股利(万元),0,280,--,0,
其他应收款(万元),2299,1043,2366,1490,
应收出口退税(万元), 0,--,--,0,
应收补贴款(万元),0,--,--,0,
应收保证金(万元),0,--,--,0,
内部应收款(万元),0,--,--,0,
买入返售金融资产(万元),0,--,--,0,
存货(万元),18522,25921,19100,15986,
待摊费用(万元),0,--,--,0,
待处理流动资产损益(万元),0,--,--,0,
一年内到期的非流动资产(万元),0,--,--,0,
其他流动资产(万元),0,--,--,0,
流动资产合计(万元),93757,83533,77617,62982,
发放贷款及垫款(万元),0,--,--,0,
可供出售金融资产(万元),0,--,--,0,
持有至到期投资(万元),0,--,--,0,
长期应收款(万元),0,--,--,0,
长期股权投资(万元),30,4146,3339,1653,
其他长期投资(万元),0,--,--,0,
投资性房地产(万元),0,--,--,0,
固定资产原值(万元),207048,185013,188981,184135,
累计折旧(万元),96375,83685,75484,64368,
固定资产净值(万元),110673,101328,113497,119766,
固定资产减值准备(万元),0,49,49,49,
固定资产(万元),110673,101279,113448,119717,
在建工程(万元),2909,9556,3751,4780,
工程物资(万元),7857,3492,2481,581,
固定资产清理(万元),0,--,--,0,
生产性生物资产(万元),0,--,--,0,
公益性生物资产(万元),0,--,--,0,
油气资产(万元),0,--,--,0,
无形资产(万元),3738,2858,2740,2967,
开发支出(万元),0,--,--,0,
商誉(万元),95,--,7,0,
长期待摊费用(万元),23,13,15,18,
股权分置流通权(万元),0,--,--,0,
递延所得税资产(万元),1588,1360,1346,1171,
其他非流动资产(万元),126,146,167,187,
非流动资产合计(万元),127038,122851,127294,131074,
资产总计(万元),220796,206384,204911,194057,
短期借款(万元),49260,50050,46850,43900,
向中央银行借款(万元),0,--,--,0,
吸收存款及同业存放(万元),0,--,--,0,
拆入资金(万元),0,--,--,0,
交易性金融负债(万元),0,--,--,0,
衍生金融负债(万元),0,--,--,0,
应付票据(万元),0,--,520,0,
应付账款(万元),24382,23059,22535,23882,
预收账款(万元),6545,5385,9785,4542,
卖出回购金融资产款(万元),0,--,--,0,
应付手续费及佣金(万元),0,--,--,0,
应付职工薪酬(万元),1015,893,1056,1283,
应交税费(万元),645,815,525,-437,
应付利息(万元),10,15,6,82,
应付股利(万元),543,570,570,581,
其他应交款(万元),0,--,--,0,
应付保证金(万元),0,--,--,0,
内部应付款(万元),0,--,--,0,
其他应付款(万元),14973,22431,18108,10580,
预提费用(万元),0,--,--,0,
预计流动负债(万元),0,--,--,0,
应付分保账款(万元),0,--,--,0,
保险合同准备金(万元),0,--,--,0,
代理买卖证券款(万元),0,--,--,0,
代理承销证券款(万元),0,--,--,0,
国际票证结算(万元),0,--,--,0,
国内票证结算(万元),0,--,--,0,
递延收益(万元),0,--,--,0,
应付短期债券(万元),0,--,--,0,
一年内到期的非流动负债(万元),5000,--,12000,10546,
其他流动负债(万元),0,--,--,0,
流动负债合计(万元),102372,103219,111957,94958,
长期借款(万元),6600,8000,--,12000,
应付债券(万元),0,--,--,0,
长期应付款(万元),0,--,--,0,
专项应付款(万元),0,362,362,362,
预计非流动负债(万元),7744,--,--,0,
长期递延收益(万元),0,--,--,--,
递延所得税负债(万元),0,--,--,0,
其他非流动负债(万元),0,--,--,0,
非流动负债合计(万元),14344,8362,362,12362,
负债合计(万元),116716,111580,112318,107320,
实收资本(或股本)(万元),38000,38000,38000,38000,
资本公积(万元),22232,21752,21752,21809,
减:库存股(万元),0,--,--,0,
专项储备(万元),0,--,--,--,
盈余公积(万元),8600,8309,8186,8186,
一般风险准备(万元),0,--,--,0,
未确定的投资损失(万元),0,--,--,0,
未分配利润(万元),18768,12650,9414,5694,
拟分配现金股利(万元),0,--,--,0,
外币报表折算差额(万元),0,--,--,0,
归属于母公司股东权益合计(万元),87600,80710,77352,73689,
少数股东权益(万元),16480,14093,15241,13047,
所有者权益(或股东权益)合计(万元),104080,94804,92593,86737,
负债和所有者权益(或股东权益)总计(万元),220796,206384,204911,194057,		
  
