报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),3745636,3517728,2350463,2471481,2864403,2062546,1628377,1288827,1009812,628245,246159,242083,175563,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),177565,2068,8043,2207,--,--,--,--,--,0,0,--,0,
衍生金融资产(万元),9672,--,--,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),1422094,1303308,1379656,1267365,1643489,1571101,1100408,793939,706055,350503,251222,167534,136571,
应收账款(万元),1043119,1244800,1224724,614139,529578,432684,419672,308183,214152,120465,79457,57890,174638,
预付款项(万元),59456,59069,57854,55687,74708,159147,71901,107523,55573,9729,16861,9425,6736,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),22870,20364,13532,18373,17849,8771,5912,7252,4362,0,0,--,0,
应收股利(万元),452,452,10165,8583,5452,773,0,327,1267,0,0,--,0,
其他应收款(万元),139375,96126,118042,47857,27280,28182,26741,25647,10189,6309,7344,9286,8801,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
存货(万元),2237719,2150352,1523794,855924,755792,686400,709865,596911,355707,174254,185292,292867,168979,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,--,0,
