报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),240105,264411,254036,264474,106701,175469,52910,65908,30612,36629,35500,9323,7324,4451,
结算备付金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
应收票据(万元),20249,9342,2956,1780,1347,5506,490,276,0,13,633,130,36,304,
应收账款(万元),338931,255245,179782,142956,119223,67496,40662,27890,17832,12958,9974,9168,8478,6474,
预付款项(万元),2491,4118,5431,1689,1083,516,578,808,1108,1978,2974,109,36,77,
应收保费(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
应收股利(万元),--,46,46,--,--,--,--,--,0,0,--,--,0,--,
其他应收款(万元),34173,31885,28449,13159,8316,5821,6377,3115,1509,1297,702,880,333,469,
应收出口退税(万元), --,--,--,--,--,--,--,--,0,0,--,--,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
存货(万元),103958,89041,60404,31268,18065,12169,8807,5133,3651,3621,978,648,2253,1233,
待摊费用(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
一年内到期的非流动资产(万元),29830,29805,4669,--,--,--,--,--,0,39,59,15,0,0,
其他流动资产(万元),6503,40365,17517,21362,1720,1226,732,56,13,9,172,--,0,192,
流动资产合计(万元),776240,724259,553289,476688,256455,268202,110556,103184,54726,56545,50993,20274,18459,13200,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
可供出售金融资产(万元),43655,39824,29899,24930,12587,--,--,--,0,0,0,--,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
长期应收款(万元),63690,53614,27908,5568,--,--,--,--,0,0,--,--,0,--,
长期股权投资(万元),37888,31697,28917,24266,1924,3330,1553,1274,1468,273,42,--,23,249,
其他长期投资(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
投资性房地产(万元),2143,1969,2034,2098,2163,2228,2293,2358,0,0,--,--,0,--,
固定资产原值(万元),263651,198420,145489,114083,90479,62718,30187,24145,22491,7768,6460,5941,3847,--,
累计折旧(万元),72917,53036,39519,28248,19505,13421,8067,5589,3843,2951,2320,1607,1177,--,
固定资产净值(万元),190734,145384,105969,85834,70974,49297,22121,18557,18649,4817,4140,4334,2670,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,0,0,0,--,0,0,
固定资产(万元),190734,145384,105969,85834,70974,49297,22121,18557,18649,4817,4140,4334,2670,2478,
在建工程(万元),28200,19464,27134,19780,5707,3664,4179,233,182,3343,450,318,116,195,
工程物资(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
无形资产(万元),162526,113309,107073,65011,60825,52002,32703,8601,6846,5652,2356,1209,547,513,
开发支出(万元),62557,55822,29112,25568,17686,13946,9326,6899,2810,1403,1412,704,0,0,
商誉(万元),112215,112215,112571,49391,49391,35360,590,590,804,356,--,--,0,--,
长期待摊费用(万元),13889,3522,1428,1146,1319,332,155,144,69,2,38,17,16,28,
股权分置流通权(万元),--,--,--,--,--,--,--,--,0,0,--,--,0,--,
递延所得税资产(万元),33143,27013,13473,10540,6155,3792,1863,1281,953,431,241,192,113,108,
其他非流动资产(万元),3378,5942,2589,48213,31803,600,--,--,0,0,--,--,0,--,
非流动资产合计(万元),754018,609774,488106,362346,260535,164550,74782,39936,31782,16277,8679,6775,3486,3571,
