报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),154985,329298,326174,189779,199816,188081,195803,151242,136256,126017,121783,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),20000,--,--,--,--,--,--,--,35000,--,--,
交易性金融资产(万元),89724,4048,6266,41487,35436,35910,30680,7740,25199,2894,444,
衍生金融资产(万元),58,0,1483,--,--,--,--,--,--,--,--,
应收票据(万元),52372,53153,55493,62960,94075,126977,129260,153851,96972,39547,33150,
应收账款(万元),40577,123829,67431,84659,87936,105214,97639,85271,58601,55564,60647,
预付款项(万元),10756,23370,14373,6093,29209,19452,16722,10778,36952,39515,14524,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),1771,1415,1203,188,13,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,25,--,--,28,--,
其他应收款(万元),4803,12343,10493,6764,22849,6766,19428,13261,9741,20434,24559,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),15020,8021,35485,89954,--,--,--,--,--,--,--,
存货(万元),143035,116768,101471,116891,144743,176611,136354,111056,137683,106005,106548,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),18416,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),201727,169469,141293,46843,5638,--,--,--,--,--,5000,
流动资产合计(万元),753243,841714,761165,645618,619715,659009,625911,533199,536405,390003,366656,
发放贷款及垫款(万元),101138,93474,74836,185962,136236,72532,87011,61067,44733,50832,49891,
可供出售金融资产(万元),--,18813,23573,25943,28594,5674,7843,9931,18648,10868,4816,
持有至到期投资(万元),--,5834,5835,--,--,2560,5209,--,100,1114,--,
长期应收款(万元),28099,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),13120,14147,14910,15064,6585,9003,8883,11672,11810,7408,8111,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
