报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),42864,31918,67129,9916,9830,6960,5594,6957,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,9098,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),3986,5735,1769,1767,1629,425,1853,1612,
应收账款(万元),126311,67370,61798,42189,32226,21974,17545,13564,
预付款项(万元),4228,3332,2415,1971,705,1323,1487,2663,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),2811,2630,3172,2270,1950,2662,1747,1182,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),126848,123713,75235,69261,70076,54092,30873,23197,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,3,--,--,3,--,
其他流动资产(万元),3089,2212,977,653,1300,1231,914,308,
流动资产合计(万元),310136,246007,212496,128031,117717,88667,60016,49483,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),838,1480,1568,466,390,370,308,281,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),36105,26291,22168,8720,--,--,--,--,
累计折旧(万元),10891,7844,5626,4427,--,--,--,--,
固定资产净值(万元),25214,18446,16541,4293,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),25214,18446,16541,4293,4474,4372,4466,3964,
在建工程(万元),8881,445,1392,10749,5681,207,12,--,
工程物资(万元),--,--,--,30,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),10629,10088,9972,8036,8368,7971,70,50,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),69,21,31,--,17,--,--,47,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),2457,1529,1313,856,855,569,385,309,
其他非流动资产(万元),2206,385,2170,3059,135,70,1700,--,
非流动资产合计(万元),50293,32393,32987,27489,19919,13559,6941,4650,
资产总计(万元),360429,278400,245484,155521,137636,102226,66958,54133,
短期借款(万元),73450,48228,25740,22994,23444,18324,6000,3000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),7939,1837,3549,--,--,--,--,1956,
应付账款(万元),66043,47706,29593,19817,16752,10857,6167,10008,
预收账款(万元),17783,6180,2302,4040,3507,9030,13393,14788,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2787,2380,2041,1695,1447,1203,777,374,
应交税费(万元),1109,1651,1125,2063,4551,2719,2380,1861,
应付利息(万元),126,87,145,53,163,89,12,--,
应付股利(万元),--,--,--,--,4786,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),1559,1279,1479,219,203,140,142,135,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
