报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),1039,55518,195954,48594,43022,74016,92382,88296,122333,11252,8122,63,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),20,403,1031,979,370,5208,1115,9034,2327,2435,813,0,
应收账款(万元),138213,203754,105681,63540,24272,56157,45222,14925,8034,1811,4516,1911,
预付款项(万元),165666,155215,15247,12958,5282,16230,25693,3182,2451,1436,1295,300,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),--,--,72,107,968,1240,1138,2107,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),14354,8054,11376,11389,9387,27176,12520,5598,544,659,269,667,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
存货(万元),141480,165832,95154,68251,53642,44006,41181,36829,23754,16683,5672,470,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他流动资产(万元),52993,52663,8409,5978,569,9,18,93,2,0,0,11,
流动资产合计(万元),513766,641438,432924,211795,137512,224041,219268,160064,159446,34276,20686,3421,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),19579,14029,8541,47766,2500,--,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,
长期应收款(万元),--,--,--,--,163,163,163,163,--,0,0,0,
长期股权投资(万元),--,--,--,--,--,2500,5414,--,--,0,2000,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
固定资产原值(万元),19340,19837,24285,24123,10297,13543,12541,4924,2069,1924,0,0,
累计折旧(万元),7018,5110,4167,2154,1891,1827,932,501,402,268,0,0,
固定资产净值(万元),12322,14728,20118,21970,8406,11715,11610,4423,1667,1657,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,
固定资产(万元),12322,14728,20118,21970,8406,11715,11610,4423,1667,1657,1710,15,
在建工程(万元),1479,859,3641,2875,22617,12409,6653,3505,23,0,0,0,
工程物资(万元),4,4,4,4,4,4,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,
无形资产(万元),11403,13053,16922,7652,14832,15873,13471,15497,1144,1170,578,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,
商誉(万元),--,--,1391,2085,2618,4461,4459,--,--,0,40,0,
长期待摊费用(万元),2046,3579,4665,1595,134,68,--,--,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),--,7456,3440,2883,2022,2269,602,240,154,33,26,0,
其他非流动资产(万元),4117,17279,11568,15363,52911,--,--,--,--,0,0,0,
非流动资产合计(万元),50949,70986,70290,102193,106207,49463,42371,23829,2989,2861,4353,15,
资产总计(万元),564715,712424,503214,313988,243719,273504,261639,183893,162435,37137,25039,3436,
短期借款(万元),86915,72020,53380,34001,35900,74330,28718,7000,10000,5000,1000,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),--,37739,4000,3450,2000,--,15010,461,--,0,0,0,
应付账款(万元),143355,141797,47695,49571,14950,17814,20108,9262,6269,2828,2017,16,
预收账款(万元),4682,6814,5770,2186,17118,1229,7941,5035,2171,7231,6401,70,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),4688,1696,524,461,480,681,894,703,589,407,49,45,
应交税费(万元),3056,2672,7197,994,650,1520,3691,966,939,284,761,86,
应付利息(万元),9189,3030,2990,61,36,420,26,14,17,8,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),20059,5767,4923,3344,10109,19636,6596,9540,199,38,23,27,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),90451,28627,18028,6387,--,5625,--,--,--,0,0,0,
其他流动负债(万元),47554,48255,--,--,--,--,--,--,--,0,0,0,
流动负债合计(万元),409950,348416,144508,100455,81243,121254,82984,32982,20185,15796,10251,244,
长期借款(万元),--,--,10000,--,--,714,6137,--,--,0,0,0,
