报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),90564,34600,42430,18322,10596,16407,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),42493,--,51,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),29844,19894,31928,26046,15171,12916,
应收账款(万元),144160,91970,53305,37721,25731,18936,
预付款项(万元),6325,2929,1326,848,433,941,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),14769,2996,1921,1967,1565,1625,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),30325,21969,14928,10226,11582,7666,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),22102,6886,5962,5313,8689,2542,
流动资产合计(万元),380582,181244,151851,100445,73767,61034,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),8958,3000,3000,3000,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),63591,41326,18513,--,--,--,
累计折旧(万元),10381,6678,4739,--,--,--,
固定资产净值(万元),53211,34649,13774,--,--,--,
固定资产减值准备(万元),177,177,347,--,--,--,
固定资产(万元),53033,34471,13427,12506,11972,5451,
在建工程(万元),31814,20909,24445,7573,2890,3996,
工程物资(万元),--,--,--,--,--,114,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),12078,11430,6508,6249,4786,2340,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),161,209,268,115,110,92,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),5611,3213,2225,1548,1026,917,
其他非流动资产(万元),124,72,4671,833,--,897,
非流动资产合计(万元),111779,73305,54543,31825,20784,13807,
资产总计(万元),492361,254548,206395,132270,94552,74841,
短期借款(万元),28633,15300,18406,29372,23072,17320,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),58398,29929,16691,13232,11640,12761,
应付账款(万元),58571,42936,25140,17353,16658,10696,
预收账款(万元),13516,5492,7543,5571,5383,5144,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),6657,4312,3827,2877,1458,1145,
应交税费(万元),4571,2808,1873,1899,606,1246,
应付利息(万元),68,27,14,23,19,22,
应付股利(万元),1,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),12675,5937,3441,2879,2743,4855,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),3588,388,388,276,--,3550,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),186678,107129,77323,73482,61580,56740,
长期借款(万元),12606,1794,2182,1802,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),1841,1180,888,805,681,544,
长期递延收益(万元),94,135,214,221,88,68,
递延所得税负债(万元),149,--,8,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),14691,3109,3293,2829,769,611,
负债合计(万元),201368,110238,80616,76311,62349,57351,
实收资本(或股本)(万元),61067,45800,45800,19659,8686,8000,
资本公积(万元),184307,58892,58917,18208,7251,1295,
减:库存股(万元),9674,--,--,--,--,--,
专项储备(万元),1312,1111,1117,946,680,466,
盈余公积(万元),7756,6270,4421,1207,1311,681,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),46224,32237,15524,15939,14275,7049,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),290992,144310,125779,55959,32203,17490,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),290992,144310,125779,55959,32203,17490,
负债和所有者权益(或股东权益)总计(万元),492361,254548,206395,132270,94552,74841,		
  
