报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),33487,24133,28323,9488,199,31,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),9923,18981,33460,4660,300,--,
应收账款(万元),113944,90911,40464,32892,4228,2,
预付款项(万元),4083,643,17,181,77,38,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),3,36,20,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),958,444,192,195,282,97,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),20254,9696,13202,3878,1575,9,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),17088,257,1141,4,2,4,
流动资产合计(万元),199740,145100,116818,51297,6662,181,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),26362,17665,2850,941,--,--,
累计折旧(万元),3958,1985,443,154,--,--,
固定资产净值(万元),22405,15680,2407,787,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),22405,15680,2407,787,239,52,
在建工程(万元),10854,2134,572,--,--,--,
工程物资(万元),64,6,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),6722,6944,2553,32,265,333,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),2047,2047,--,--,--,--,
长期待摊费用(万元),405,372,134,21,17,15,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),4521,3039,940,434,32,8,
其他非流动资产(万元),4038,967,989,125,--,5,
非流动资产合计(万元),51056,31190,7596,1398,554,412,
资产总计(万元),250796,176290,124414,52695,7216,594,
短期借款(万元),43740,36086,10117,3080,400,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),43563,13698,11727,5536,219,--,
应付账款(万元),35816,40466,36276,17631,3907,51,
预收账款(万元),27,5,2,2,2,5,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),583,823,740,281,56,19,
应交税费(万元),2652,2008,1490,1687,206,--,
应付利息(万元),61,79,13,3,1,--,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),177,3582,129,29,190,111,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),3492,--,140,38,--,--,
其他流动负债(万元),--,2132,--,--,--,--,
流动负债合计(万元),130111,98879,60632,28288,4980,185,
长期借款(万元),1525,4100,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),322,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),3424,3137,1779,758,84,--,
长期递延收益(万元),1659,574,609,443,--,--,
递延所得税负债(万元),643,724,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),7574,8535,2388,1201,84,0,
负债合计(万元),137685,107414,63021,29489,5064,185,
实收资本(或股本)(万元),7850,5887,5887,5422,561,500,
资本公积(万元),82698,42547,42547,13012,1139,--,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),2103,2103,1312,482,45,--,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),20460,18339,11647,4291,407,-92,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),113111,68876,61393,23207,2152,408,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),113111,68876,61393,23207,2152,408,
负债和所有者权益(或股东权益)总计(万元),250796,176290,124414,52695,7216,594,		
  
