报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),25392,27170,34669,17164,12390,20432,12411,11805,15764,5392,2062,3049,3167,
结算备付金(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),11169,--,--,125,23,34,29,225,32,28,11,0,131,
衍生金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),63,319,129,325,190,160,432,--,261,273,46,203,--,
应收账款(万元),13874,9640,7319,6212,4242,3784,4250,3660,3117,2412,1547,3397,4798,
预付款项(万元),2853,2712,4868,6071,5397,3869,2984,3019,4297,2583,1217,1691,4757,
应收保费(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),4,--,--,--,--,--,--,--,0,0,0,0,--,
应收股利(万元),1,--,--,--,--,--,--,--,0,0,0,0,--,
其他应收款(万元),3852,3560,2794,2404,3896,4517,3063,4382,2362,2527,1268,3152,3750,
应收出口退税(万元), --,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
存货(万元),54865,50586,49384,46251,47909,44171,41607,33888,27252,22605,24629,30320,26163,
待摊费用(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
其他流动资产(万元),1566,493,23,2836,2597,194,343,--,0,0,0,0,--,
流动资产合计(万元),113639,94480,99185,81387,76644,77161,65119,56979,53086,35821,30780,41812,42765,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
可供出售金融资产(万元),1947,8125,4307,4215,1500,--,--,--,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
长期股权投资(万元),584,593,599,596,489,500,7017,6664,8412,8471,11945,12501,12213,
其他长期投资(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
投资性房地产(万元),7295,7455,7615,7642,6968,7096,7238,--,0,0,0,0,--,
固定资产原值(万元),35048,33894,31850,28508,26277,20700,19443,26100,27761,28953,29722,28802,28861,
累计折旧(万元),13474,11966,10904,8758,7862,6706,5747,5628,6361,5774,5806,4911,4977,
固定资产净值(万元),21574,21928,20945,19750,18415,13995,13696,20473,21400,23179,23915,23891,23884,
固定资产减值准备(万元),71,71,71,84,82,82,82,82,84,84,107,133,133,
固定资产(万元),21504,21858,20874,19667,18333,13913,13614,20391,21316,23095,23809,23757,23751,
在建工程(万元),4281,3930,4264,4772,5596,4958,4170,3161,1174,691,439,887,1646,
工程物资(万元),--,--,--,--,--,--,--,4,0,0,2,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
生产性生物资产(万元),230,170,128,129,135,162,342,433,417,328,286,198,180,
公益性生物资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
无形资产(万元),26159,26958,27859,28746,28731,29409,30297,31303,34588,33826,35156,32547,32624,
开发支出(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
商誉(万元),168,168,168,168,168,168,168,168,0,0,0,0,--,
长期待摊费用(万元),3699,3918,2211,2457,2767,2962,1411,479,758,1251,1796,2350,1855,
股权分置流通权(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税资产(万元),762,596,526,578,534,284,516,232,217,170,110,370,221,
其他非流动资产(万元),--,--,--,--,--,183,--,--,0,0,0,105,105,
非流动资产合计(万元),66629,73771,68549,68970,65221,59636,64771,62836,66882,67833,73543,72716,72594,
资产总计(万元),180268,168251,167734,150358,141865,136797,129890,119815,119968,103654,104322,114529,115359,
短期借款(万元),15750,8117,12110,42295,34750,31750,42600,31639,31900,33180,31117,30454,33090,
向中央银行借款(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
应付票据(万元),2081,--,--,--,300,1020,1827,5500,9432,630,610,760,900,
应付账款(万元),6107,5467,5180,4906,4760,4508,4537,3194,2561,2644,3521,2900,2389,
预收账款(万元),5520,5037,2406,1426,3257,1305,3275,1599,3000,2907,2044,2472,1177,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
应付职工薪酬(万元),788,419,211,299,300,338,363,252,275,359,520,551,857,
应交税费(万元),6006,5301,4773,4517,3637,4280,2603,1760,1456,1017,1028,545,500,
应付利息(万元),62,13,1,--,--,--,--,--,0,0,0,0,--,
应付股利(万元),157,--,0,--,--,--,--,--,20,40,681,122,108,
其他应交款(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应付款(万元),4329,6474,5852,9050,6958,4983,3957,5128,4984,7780,10913,4108,5823,
预提费用(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,0,0,0,0,--,
