报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),266057,436777,29611,100113,35132,33570,74065,8040,18332,6169,1385,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4356,14572,21921,12956,22451,7415,13841,3987,308,500,--,
应收账款(万元),78304,105363,107924,133846,124707,114376,69505,32726,17154,10060,3162,
预付款项(万元),12700,46547,25178,18608,6604,8108,7496,7249,9299,8933,4647,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),709,292,--,--,279,366,1347,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2871,3209,3202,7374,721,2076,2219,3253,219,6011,6228,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),22922,47818,27703,28920,26601,30453,26974,32296,38515,36172,17881,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),9396,8852,5136,279,--,16505,--,--,--,--,--,
流动资产合计(万元),397314,663430,220675,302096,216494,212870,195447,87551,83827,67845,33303,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3900,3900,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,60,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),159295,127502,77028,58976,43671,31944,26809,15713,11856,--,--,
累计折旧(万元),28158,22391,16932,12805,9651,6835,4672,1906,941,--,--,
固定资产净值(万元),131137,105111,60096,46171,34019,25108,22137,13806,10916,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),131137,105111,60096,46171,34019,25108,22137,13806,10916,6234,3653,
在建工程(万元),220083,50483,73273,48571,7835,3017,2089,3670,--,310,--,
工程物资(万元),3582,2672,503,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),26224,82507,84259,81292,8352,8116,5229,1797,1783,19,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),403,403,403,403,538,538,135,--,--,--,--,
长期待摊费用(万元),18,84,27,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),9410,2890,2481,3678,2583,1781,1092,540,221,146,94,
其他非流动资产(万元),60807,15130,5311,5933,31977,6096,3900,--,--,--,--,
非流动资产合计(万元),455564,263179,226354,186048,85305,44657,34582,19813,12979,6708,3747,
资产总计(万元),852877,926609,447029,488144,301799,257527,230029,107364,96806,74553,37049,
短期借款(万元),60033,45708,--,43000,28000,--,--,--,--,2500,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),18300,16343,19679,17874,12477,19116,15656,--,3707,2700,1282,
应付账款(万元),36289,44121,42208,43755,32170,22810,20496,6075,4722,5090,2613,
预收账款(万元),15172,9417,23472,20613,10584,21089,13314,48755,49455,46800,25518,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1660,943,1046,826,796,593,558,457,472,113,64,
应交税费(万元),14939,16790,14501,18914,18039,12519,10690,1855,1094,3033,164,
应付利息(万元),560,293,30,1985,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2407,1589,747,402,311,157,288,390,56,20,16,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),11244,11802,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),160605,147006,101684,147369,102377,76284,61002,57532,59506,60257,29657,
长期借款(万元),4664,14128,33101,41427,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),171,1957,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),4424,4413,3463,2650,--,--,--,--,--,--,--,
递延所得税负债(万元),1552,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),10812,20498,36564,44077,0,0,0,0,0,0,0,
负债合计(万元),171416,167503,138248,191446,102377,76284,61002,57532,59506,60257,29657,
实收资本(或股本)(万元),253872,253872,197113,73005,26670,26670,13335,10000,10000,8000,7000,
资本公积(万元),396068,396068,9177,130618,108621,108621,121956,27349,25843,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),11906,11906,10701,8725,6841,4656,3019,1248,146,630,39,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),10770,77584,72500,62359,53678,37442,27084,11234,1312,5667,353,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,-5,--,--,--,--,--,
归属于母公司股东权益合计(万元),672656,739458,289564,274757,195823,177383,165394,49832,37301,14296,7392,
少数股东权益(万元),8805,19647,19217,21941,3599,3860,3633,--,--,--,--,
所有者权益(或股东权益)合计(万元),681461,759105,308780,296698,199422,181243,169027,49832,37301,14296,7392,
负债和所有者权益(或股东权益)总计(万元),852877,926609,447029,488144,301799,257527,230029,107364,96806,74553,37049,		
  
