报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),16650,15375,13657,9514,6989,7148,6697,11745,21888,27129,30162,8598,7837,991,737,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,98,6472,7383,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应收票据(万元),2440,2260,817,392,168,338,492,245,256,0,--,0,28,0,0,
应收账款(万元),13610,9933,5786,3893,3977,3979,4125,3818,3445,2451,2298,3134,3109,2536,2249,
预付款项(万元),260,681,365,160,225,107,632,3035,738,185,238,211,260,61,125,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,574,
其他应收款(万元),423,240,190,132,169,143,135,523,101,51,36,472,472,807,2057,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
存货(万元),15320,11502,11865,12774,11263,10008,8165,6110,4507,5372,4190,2642,1769,1663,1206,
待摊费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
一年内到期的非流动资产(万元),--,--,0,2,--,--,--,--,--,0,--,0,0,0,0,
其他流动资产(万元),129,251,65,1158,153,138,5,2,12,27,23,13,15,14,14,
流动资产合计(万元),48833,40242,32748,28026,22944,21862,20249,25477,30947,35216,36947,15070,13589,12544,14345,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
可供出售金融资产(万元),2217,2235,2308,379,500,--,--,--,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
长期股权投资(万元),4473,4523,4212,4167,4712,11159,10406,6974,6295,2064,2718,2484,2410,2515,641,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
固定资产原值(万元),70032,63125,56517,54442,52225,51693,47681,43926,28446,25707,24283,18059,12452,0,--,
累计折旧(万元),30221,26395,23766,20807,17873,15162,12527,10005,8155,6596,6177,4679,3583,0,--,
固定资产净值(万元),39811,36730,32751,33636,34353,36531,35154,33922,20291,19112,18105,13380,8869,0,--,
固定资产减值准备(万元),--,--,--,--,20,20,--,--,--,0,0,0,0,0,--,
固定资产(万元),39811,36730,32751,33636,34333,36511,35154,33922,20291,19112,18105,13380,8869,6458,5140,
在建工程(万元),--,178,4,53,79,32,275,1,5829,2635,1396,1895,249,657,33,
工程物资(万元),--,--,--,--,--,--,--,--,--,2207,2421,446,728,164,79,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
无形资产(万元),1458,1592,1724,1790,1906,1841,1947,1734,1806,225,70,264,699,1054,1413,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
商誉(万元),186,186,186,186,186,186,186,186,186,186,186,186,186,219,20,
长期待摊费用(万元),511,736,457,224,101,81,173,282,430,446,18,18,89,4,9,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
递延所得税资产(万元),570,531,315,222,312,234,225,235,201,94,72,97,69,86,96,
其他非流动资产(万元),1398,2129,1472,734,785,193,--,--,--,0,115,115,0,0,0,
非流动资产合计(万元),50622,48840,43429,41390,42914,50237,48366,43334,35036,26969,25101,18885,13299,11158,7432,
资产总计(万元),99455,89082,76177,69416,65857,72098,68615,68811,65983,62184,62048,33955,26888,23702,21777,
短期借款(万元),--,--,--,--,--,--,--,--,--,0,--,7969,3000,3600,4000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应付账款(万元),3541,3152,2505,1935,1498,2495,1075,1135,812,783,839,708,342,571,407,
预收账款(万元),151,176,187,235,124,162,196,190,179,161,117,216,328,132,142,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应付职工薪酬(万元),2972,3048,1820,1107,1070,1102,1100,1215,1027,594,535,921,937,168,230,
应交税费(万元),488,1063,382,53,317,26,229,422,459,449,503,666,764,801,792,
应付利息(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应付股利(万元),328,376,376,883,1002,2157,2488,3008,3157,2770,1755,0,0,2985,2025,
其他应交款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他应付款(万元),139,112,82,83,56,110,66,79,78,66,995,1121,55,43,89,
预提费用(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,13,4,0,0,
流动负债合计(万元),7619,7927,5350,4296,4066,6054,5154,6049,5713,4823,4744,11614,5430,8301,7685,
长期借款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,12,10,24,24,138,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
长期递延收益(万元),2230,2267,2291,2332,2330,--,--,--,--,0,--,--,--,0,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,2313,649,609,790,635,--,0,0,0,0,
非流动负债合计(万元),2230,2267,2291,2332,2330,2313,649,609,790,635,12,10,24,24,138,
负债合计(万元),9850,10193,7642,6627,6396,8366,5803,6658,6503,5458,4756,11624,5454,8324,7823,
实收资本(或股本)(万元),42750,42750,42750,28500,28500,28500,28500,28500,19000,19000,19000,14250,14250,9500,9000,
资本公积(万元),6645,6677,6694,20944,20927,20927,20927,20927,30427,30427,30433,439,439,2669,2169,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,
盈余公积(万元),7892,6383,5050,4423,4146,4146,3710,3303,2671,2097,1713,1209,599,2466,1608,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
未分配利润(万元),30479,21222,13171,8190,4910,9296,8658,8414,6435,4374,5420,5761,5439,110,164,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,0,--,-16,-7,-3,0,
归属于母公司股东权益合计(万元),87766,77032,67665,62057,58483,62869,61795,61144,58533,55898,56566,21643,20719,14742,12941,
少数股东权益(万元),1840,1857,870,731,978,863,1017,1009,948,828,725,687,715,636,1014,
所有者权益(或股东权益)合计(万元),89606,78889,68535,62788,59461,63732,62812,62153,59480,56726,57292,22331,21435,15378,13954,
负债和所有者权益(或股东权益)总计(万元),99455,89082,76177,69416,65857,72098,68615,68811,65983,62184,62048,33955,26888,23702,21777,		
  
