报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),22291,9450,8842,4412,5573,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),15238,--,--,--,8838,
应收账款(万元),18437,--,--,--,20812,
预付款项(万元),599,1831,908,455,775,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),--,--,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),611,583,506,378,260,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),33189,29131,26212,23741,20611,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),22016,3159,98,53,166,
流动资产合计(万元),112380,71399,62989,54134,57035,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),19388,19320,18687,17994,--,
累计折旧(万元),12314,11633,10636,9700,--,
固定资产净值(万元),7073,7687,8051,8294,--,
固定资产减值准备(万元),--,--,--,--,--,
固定资产(万元),7073,7687,8051,8294,9123,
在建工程(万元),2209,175,--,--,--,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),3009,3121,3210,3300,3345,
开发支出(万元),--,--,--,--,--,
商誉(万元),--,--,--,--,--,
长期待摊费用(万元),413,460,607,472,579,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),404,347,418,333,321,
其他非流动资产(万元),52,--,--,--,--,
非流动资产合计(万元),13161,11791,12286,12399,13368,
资产总计(万元),125540,83190,75275,66533,70403,
短期借款(万元),4450,6000,7450,8000,3450,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),--,--,--,--,1000,
应付账款(万元),8695,--,--,--,6600,
预收账款(万元),686,1020,516,527,1022,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),1302,1085,1115,763,692,
应交税费(万元),896,1392,1276,426,747,
应付利息(万元),6,--,--,--,3,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),248,680,360,2027,1667,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,
流动负债合计(万元),16285,18504,20989,17161,15181,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),63,85,107,163,297,
递延所得税负债(万元),--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),63,85,107,163,297,
负债合计(万元),16348,18588,21096,17324,15478,
实收资本(或股本)(万元),14720,11040,11040,11040,12480,
资本公积(万元),35328,3959,3959,3613,14800,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),4949,4223,3334,2563,2015,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),49893,41013,31621,26917,20251,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),104890,60234,49953,44133,49547,
少数股东权益(万元),4303,4368,4225,5077,5378,
所有者权益(或股东权益)合计(万元),109193,64602,54179,49209,54925,
负债和所有者权益(或股东权益)总计(万元),125540,83190,75275,66533,70403,		
  
