报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),30280,19720,16367,14262,20645,4809,5608,4202,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),450,477,451,303,136,1304,804,200,
应收账款(万元),15359,25921,7664,5083,6860,6255,4699,2884,
预付款项(万元),70,341,825,131,536,337,175,150,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),521,708,484,407,231,58,17,28,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),10755,7655,2432,2811,1942,1041,877,641,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),2299,1192,75,--,156,--,--,--,
流动资产合计(万元),59734,56012,28298,22997,30506,13803,12179,8106,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),46,70,94,119,143,168,192,216,
固定资产原值(万元),34285,29701,18199,6846,5772,4729,3907,3430,
累计折旧(万元),7271,5172,3653,3023,2535,2130,1833,1497,
固定资产净值(万元),27014,24529,14547,3823,3238,2599,2074,1934,
固定资产减值准备(万元),132,--,--,--,--,--,--,--,
固定资产(万元),26882,24529,14547,3823,3238,2599,2074,1934,
在建工程(万元),125,153,3416,8784,544,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),2714,2597,2588,2648,2584,2477,341,324,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),378,33,14,101,102,101,18,18,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),169,45,--,--,--,--,--,--,
其他非流动资产(万元),363,--,--,--,--,--,--,--,
非流动资产合计(万元),30677,27426,20659,15475,6612,5344,2624,2492,
资产总计(万元),90411,83437,48956,38472,37118,19148,14803,10598,
短期借款(万元),7000,7000,10,100,2600,1000,300,200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,
应付账款(万元),9975,16314,8492,4835,3449,1938,1357,850,
预收账款(万元),210,93,64,18,22,70,18,68,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1324,1185,363,360,456,283,--,--,
应交税费(万元),718,528,475,124,1098,300,398,169,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,1500,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),3083,1291,238,422,292,124,149,73,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),22311,26411,9641,5859,7917,3715,3722,1360,
长期借款(万元),--,1465,5983,2426,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),0,1465,5983,2426,0,--,--,--,
负债合计(万元),22311,27876,15624,8285,7917,3715,3722,1360,
实收资本(或股本)(万元),15753,8687,6515,6515,6515,6000,6000,3600,
资本公积(万元),19789,24729,12282,12282,12264,4464,4464,20,
减:库存股(万元),2063,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),2264,1598,1385,1290,1047,510,62,770,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),32178,20424,13012,10021,9394,4458,555,4848,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),67928,55410,33167,30085,29201,15430,11081,9238,
少数股东权益(万元),172,151,166,102,--,3,--,--,
所有者权益(或股东权益)合计(万元),68100,55561,33333,30188,29201,15433,11081,9238,
负债和所有者权益(或股东权益)总计(万元),90411,83437,48956,38472,37118,19148,14803,10598,		
  
