报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),1497699,1001270,44083,48422,72838,78038,104633,31394,30146,33946,19106,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,477,313,87,565,243,368,81,575,86,
应收账款(万元),234551,243760,83408,79467,71817,56735,44956,37711,31388,20166,15416,
预付款项(万元),9188,9565,8547,8767,8175,9895,3888,3645,1826,689,652,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),26789,5206,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),24945,7628,4002,3889,3511,3776,4327,2204,2728,2739,2417,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),12342,10362,28969,26811,35859,31217,31924,21889,11948,13071,9866,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),1893,3600,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),48319,49088,24338,26309,29926,27559,4230,99,143,149,90,
流动资产合计(万元),1855726,1330478,193823,193978,222213,207785,194200,97310,78261,71334,47633,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
