报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,
货币资金(万元),262,364,1315,248,527,15,12,10,1612,
结算备付金(万元),--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,0,
应收票据(万元),--,--,--,--,--,--,--,--,0,
应收账款(万元),266,120,120,283,12,--,--,--,4340,
预付款项(万元),--,--,279,--,--,--,--,--,0,
应收保费(万元),--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,0,
应收股利(万元),229,229,--,--,--,--,--,--,0,
其他应收款(万元),455,254,11,5,5,1,--,14,14,
应收出口退税(万元), --,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,0,
存货(万元),238,218,78,34,28,--,--,--,0,
待摊费用(万元),--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,0,
其他流动资产(万元),3,205,100,100,--,--,--,--,0,
流动资产合计(万元),1451,1390,1903,669,572,16,12,24,5966,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,2433,
其他长期投资(万元),--,--,--,--,--,--,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,0,
固定资产原值(万元),--,--,--,--,--,1219,1218,1218,1218,
累计折旧(万元),--,--,--,--,--,635,634,609,604,
固定资产净值(万元),--,--,--,--,--,584,585,608,614,
固定资产减值准备(万元),--,--,--,--,--,580,580,580,580,
固定资产(万元),24,31,10,6,7,4,5,28,34,
在建工程(万元),--,--,--,--,--,--,--,--,0,
工程物资(万元),--,--,--,--,--,--,--,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,0,
无形资产(万元),--,--,--,--,--,--,--,--,0,
开发支出(万元),--,--,--,--,--,--,--,--,0,
商誉(万元),--,--,--,--,--,--,--,--,0,
长期待摊费用(万元),--,--,--,--,--,--,--,--,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,0,
递延所得税资产(万元),--,--,--,--,--,--,--,--,0,
其他非流动资产(万元),--,--,--,--,--,--,--,--,0,
非流动资产合计(万元),24,31,10,6,7,4,5,28,2468,
资产总计(万元),1475,1421,1913,675,579,21,17,53,8434,
短期借款(万元),--,--,--,--,2185,2396,2396,2396,2396,
向中央银行借款(万元),--,--,--,--,--,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,0,
