报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
货币资金(万元),61123,51806,38349,20200,16549,
结算备付金(万元),--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,
应收票据(万元),--,--,--,--,--,
应收账款(万元),19009,9804,5790,5292,5135,
预付款项(万元),965,769,426,156,120,
应收保费(万元),--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,
应收利息(万元),545,337,--,--,--,
应收股利(万元),--,--,--,--,--,
其他应收款(万元),260,207,--,208,232,
应收出口退税(万元), --,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,
存货(万元),10,21,5,12,14,
待摊费用(万元),--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,
其他流动资产(万元),271,188,106,1377,444,
流动资产合计(万元),82183,63132,44873,27245,22495,
发放贷款及垫款(万元),--,--,--,--,--,
可供出售金融资产(万元),3002,2,2,--,8,
持有至到期投资(万元),--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,
长期股权投资(万元),613,590,128,--,--,
其他长期投资(万元),--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,
固定资产原值(万元),11753,9740,7301,--,--,
累计折旧(万元),3250,2292,1486,--,--,
固定资产净值(万元),8504,7448,5815,--,--,
固定资产减值准备(万元),225,22,22,--,--,
固定资产(万元),8279,7426,5793,4783,2590,
在建工程(万元),210,200,--,784,987,
工程物资(万元),--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,
油气资产(万元),--,--,--,--,--,
无形资产(万元),6286,4580,2989,1233,976,
开发支出(万元),--,--,--,--,--,
商誉(万元),3929,3929,3929,--,--,
长期待摊费用(万元),143,183,203,289,64,
股权分置流通权(万元),--,--,--,--,--,
递延所得税资产(万元),172,178,110,24,45,
其他非流动资产(万元),214,117,338,224,90,
非流动资产合计(万元),22848,17204,13564,7337,4759,
资产总计(万元),105032,80335,58437,34582,27254,
短期借款(万元),--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,
应付票据(万元),--,--,145,166,--,
应付账款(万元),20535,15315,4856,2735,2450,
预收账款(万元),2800,437,235,332,462,
卖出回购金融资产款(万元),--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,
应付职工薪酬(万元),6787,5270,3462,1330,1264,
应交税费(万元),202,317,565,205,171,
应付利息(万元),--,--,--,--,--,
应付股利(万元),--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,
其他应付款(万元),318,653,--,4949,2565,
预提费用(万元),--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,
递延收益(万元),--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,
其他流动负债(万元),811,669,178,110,73,
流动负债合计(万元),31453,22662,12331,9826,6985,
长期借款(万元),--,--,--,--,--,
应付债券(万元),--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,
长期递延收益(万元),2241,1671,1002,1049,300,
递延所得税负债(万元),--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,
非流动负债合计(万元),2301,1671,1002,1049,300,
负债合计(万元),33754,24333,13333,10875,7285,
实收资本(或股本)(万元),9627,9627,9627,1538,1538,
资本公积(万元),31576,31666,31666,11708,11708,
减:库存股(万元),--,--,--,--,--,
专项储备(万元),--,--,--,--,--,
盈余公积(万元),3529,1455,293,969,664,
一般风险准备(万元),--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,
未分配利润(万元),26416,12977,3157,7077,4469,
拟分配现金股利(万元),--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,
归属于母公司股东权益合计(万元),71148,55724,44742,21292,18379,
少数股东权益(万元),129,279,361,2415,1590,
所有者权益(或股东权益)合计(万元),71278,56003,45104,23707,19969,
负债和所有者权益(或股东权益)总计(万元),105032,80335,58437,34582,27254,		
  
